OBSNAME	PABI	BALN	CAMB	APIA	CART	TULI	BBET	BRAS	CARY	CHEN	BCOR	CUPR	CYPE	RDRY	ELAE	ERIC	FABA	FFAG	OFRA	PLAR	MMYR	ONAG	POXR	PAPA	PPIC	PPIN	PPLA	POAC	POLE	POLY	SPOP	FQUE	RANU	ROSA	SSAL	SAXI	SCRO	RTHA	ULMA
WB120	0	19.329	0	0	0.394	0	45.365	0	0	0	0	0	2.564	0	0	1.381	0.197	0	0	0	0	0	0	0	24.655	0	0	4.536	0	0	0	0	0.197	0	1.381	0	0	0	0
WB121	0	16.129	0	0	0	0.293	33.138	0	0	0	0	0.88	5.572	0	0	0	0	0	0	0.293	0	0	0	0	41.642	1.466	0	0	0	0	0	0	0	0	0.293	0	0	0.293	0
WB122	0	15.945	0	0	0	0	23.031	0	0	0	0	0	1.181	0	0	0	0	0	0	0	0.787	0	0	0	55.906	1.772	0	0.787	0	0	0	0	0	0	0.591	0	0	0	0
WB123	0	15.945	0	0	0	0	23.031	0	0	0	0	0	1.181	0	0	0	0	0	0	0	0.787	0	0	0	55.906	1.772	0	0.787	0	0	0	0	0	0	0.591	0	0	0	0
WB124	0	20.826	0	0	0.375	0	19.7	0	0	0	0	0	0	0.188	0	0.188	0	0	0	0.188	0	0	0	0	50.844	5.441	0.188	0	0	0	0.75	0	0	0.375	0.938	0	0	0	0
WB125	0	27.465	0	0	0.176	0.528	38.028	0	0	0	0	0	9.155	0	0	3.873	0	0	0	0	0.176	0	0	0	17.43	0	0	1.761	0	0	0.176	0	0.352	0.176	0.704	0	0	0	0
WB126	0.03	37.593	0	0.03	0	0.06	26.393	0	0	0	0	0	3.366	0	0	0.149	0.06	0	0	0.298	0.03	0	0.03	0	28.984	0.089	0	0.566	0	0.03	0.685	0	0.089	0.03	1.489	0	0	0	0
WB127	0	20.504	0	0.18	0.36	0	45.504	0.18	0	0	0	0.54	1.799	0	0	0.36	0	0	0	0	0	0	0	0	22.842	0	0	3.417	0	0	0	0	0	0.36	3.777	0.18	0	0	0
WB128	0	36.132	0	0	0.6	0.3	27.886	0	0	0	0	0.15	5.547	0	0.15	0.45	0	0	0	0	0	0	0	0	23.538	0.3	0	1.499	0	0	0	0	0.3	0.15	2.699	0.3	0	0	0
WB129	0	23.521	0	0	0	0	37.324	0	0	0	0	0	1.972	0	0	0	0	0	0	0	0	0	0	0	33.662	0	0	0.986	0	0	0.141	0	0	0.282	2.113	0	0	0	0
WB130	0	25.198	0	0	0.158	0	27.258	0	0	0	0	0	2.694	0	0	0	0	0	0	0	0	0	0	0	40.254	0	0	1.426	0	0	0.158	0	0.158	0	2.694	0	0	0	0
WB131	0	42.129	0	0	0.443	0	30.377	0	0	0	0	0	2.217	0	0	0	0	0	0	0.222	0.443	0.222	0	0	16.408	0	0	0.887	5.1	0	0	0	0	0	1.552	0	0	0	0
WB132	0	23.033	0	0	0	0	37.812	0	0	0	0	0	2.495	0	0	0	0	0	0	0	0	0	0	0	33.973	0	0	0.384	0	0	0.576	0	0	0	1.727	0	0	0	0
WB133	0	33.394	0	0	0	0.547	33.029	0	0	0.182	0	0	3.102	0	0	0	0	0	0	0	0	0	0	0	20.985	0	0	2.92	0	0	0.547	0	0	0.182	5.109	0	0	0	0
WB134	0	30.243	0	0	0.912	0.304	36.778	0	0	0	0	0.608	3.343	0	0	0	0	0	0	0	0.152	0	0	0	20.821	0	0	1.824	0	0	0.456	0	0	0	4.407	0.152	0	0	0
WB135	0	16.316	0	0	0	0	36.579	0	0.132	0	0	0	5.132	0	0	1.316	0	0	0	0	0	0.132	0	0	38.026	0	0	1.184	0	0	0.526	0	0	0.132	0.526	0	0	0	0
WB136	0	17.174	0	0	0.537	2.147	42.934	0	0	0	0	0	6.44	0	0	1.968	0	0	0	0	0	0	0	0	13.417	0	0	13.775	0	0	0.716	0	0	0.179	0.716	0	0	0	0
WB137	0	10.545	0	0	0.545	0	9.091	0	0	0	0	0	1.455	0	0	1.091	0	0	0	0	0	0	0	0	70.909	5.091	0	0.182	0	0	0.182	0	0	0	0.727	0.182	0	0	0
WB138	0	18.88	0	0	0.207	0.207	31.95	0	0	0	0	0	3.942	0	0.207	0.207	0.207	0	0	0	0	0	0	0	31.328	0	0	3.734	0	0	1.66	0	0.207	0.207	7.054	0	0	0	0
WB139	0	32.618	0	0	0	0.858	34.12	0.215	0	0	0	0	1.931	0	0	0.215	0.215	0	0	0	0	0	0	0	22.961	0	0	1.288	0.215	0	0.644	0	0	0.215	4.506	0	0	0	0
WB140	0	20.32	0	0	1.37	1.598	16.895	0	0	0	0	0	21.005	0	0	11.187	0	0	0	0	0	0	0	0	4.795	0.228	0	20.776	0	0	0.457	0	0	0.685	0.685	0	0	0	0
WB141	0	23.399	0	0.246	0	0	28.818	0	0	0	0	0.739	4.68	0	0	0.246	0	0	0	0	0	0	0.246	0.246	28.079	0	0	6.897	0	0	0.739	0	0	0.493	5.172	0	0	0	0
WB142	0	30.401	0	0	0	0	47.685	0	0	0	0	0	7.407	0	0	2.623	0	0	0	0	0	0	0	0	5.401	0	0	6.481	0	0	0	0	0	0	0	0	0	0	0
WB143	0	30.147	0	0	0.49	0.245	31.618	0	0	0	0	0	5.392	0	0	2.451	0.245	0	0	0	0	0	0	0	18.137	0	0	9.069	0	0	0.245	0	0	0.49	1.471	0	0	0	0
WB144	0	32.839	0	0	0	0.847	29.661	0	0.212	0.212	0	0.636	2.331	0	0	0	0	0	0	0	0	0	0	0	22.034	0	0	4.873	0	0	0.636	0	0	0	5.72	0	0	0	0
WB145	0	27.119	0	0	0.242	0	38.741	0	0	0	0	0	9.201	0	0	2.663	0	0	0	0	0	0	0	0	8.717	0	0	7.99	0	0.242	2.663	0	0.484	0.726	1.211	0	0	0	0
WB146	0	22.449	0	0	0	0	46.259	0	0	0	0	0.227	2.268	0	0	0	0	0	0	0	0	0	0	0	26.077	0	0	1.587	0	0	0	0	0	0	1.134	0	0	0	0
WB147	0	15.883	0	0	0	0.162	26.742	0	0	0	0	0	7.131	0	0.162	0.486	0	0	0	0	0	0	0	0	38.898	0	0	5.835	0	0.162	0.162	0	0	0	4.376	0	0	0	0
WB148	0	15.976	0	0	0	0.592	31.657	0	0	0	0	0	6.213	0	0	0	0	0	0	0	0	0	0	0	34.911	0	0	6.805	0	0.888	0.296	0	0	0	2.663	0	0	0	0
WB149	0	19.885	0	0	0	0.191	27.916	0	0	0	0	0	2.486	0	0	0.765	0	0	0	0	0	0	0	0	40.918	0	0	6.31	0	0	0	0	0	0.765	0.765	0	0	0	0
WB150	0	30.872	0	0	0	0	32.215	0	0	0	0	0	4.698	0	0	0.895	0.447	0	0	0	0	0	0.447	0	24.832	0	0	2.237	0	0	0.224	0	0	1.566	1.566	0	0	0	0
WB151	0	36.082	0	0	0.412	0	31.34	0	0	0	0	0	11.753	0	0	3.918	0	0	0	0	0	0	0	0	12.371	0	0	2.887	0	0	0	0	0	0.206	1.031	0	0	0	0
WB152	0	36.254	0	0	0.604	0	35.347	0	0	0	0	0	5.74	0	0	2.417	0.302	0	0	0	0	0	0	0	14.199	0	0	3.323	0	0	0.302	0	0	0	1.511	0	0	0	0
WB153	0	30.169	0	0	0.422	0.211	31.857	0	0.211	0	0	0	12.658	0	0	3.797	0.211	0	0	0	0	0	0	0	10.549	0	0	7.384	0	0	0.633	0	0	1.055	0.844	0	0	0	0
WB154	0	28.571	0	0	0	0	27.755	0	0	0	0	0	6.122	0	0	0.612	0	0	0	0	0	0	0	0	32.857	0	0	2.245	0	0	0	0	0	0	1.837	0	0	0	0
WB155	0	22.465	0	0	0	2.783	34.394	0	0	2.783	0	0	6.759	0	0.398	0	0	0	0	0	0	0	0	0	19.284	0	0	8.748	0	0	0	0	0.199	0	2.187	0	0	0	0
WB156	0	45.506	0	0	0.187	0	30.337	0	0	0	0	0.375	2.996	0	0	0	0	0	0	0	0	0	0	0	16.479	0	0.187	1.685	0	0	0	0	0.187	0.187	1.873	0	0	0	0
WB157	0	34.389	0	0	0.452	0	23.529	0	0	0	0	0	3.167	0	0	0.679	0	0	0	0	0	0	0	0	32.805	0	0	2.715	0	0	0.226	0	0	0.226	1.357	0.226	0	0.226	0
WB158	0	25.672	0	0	0.597	0.299	25.97	0	0	0	0	0.299	5.672	0	0	0.896	0	0	0	0	0	0	0	0	34.328	0	0	4.179	0	0	0	0	0	0.896	1.194	0	0	0	0
WB159	0	51.208	0	0	0.725	0	24.396	0	0	0	0	0	2.899	0	0	0.242	0	0	0	0	0	0	0	0	16.425	0	0	1.691	0	0	0.483	0	0.242	0.242	1.449	0	0	0	0
WB160	0	55.932	0	0	3.39	0	24.576	0	0	0	0	0	0.565	0	0	1.13	0	0	0	0	0	0	0	0	6.497	0	0	4.237	0	0	0	0	0.282	1.13	1.977	0.282	0	0	0
WB161	0	49.778	0	0	0.444	0	25.778	0	0	0	0	0	1.778	0	0	0.444	0	0	0	0	0	0	0	0	12.889	0	0	3.111	0	0	0.889	0	0	1.778	3.111	0	0	0	0
WB162	0	37.475	0	0	1.833	0.204	33.401	0	0	0	0	0.815	4.481	0	0	2.851	0	0	0	0	0	0	0	0	10.998	0	0	3.259	0	0	1.629	0	0.407	1.426	0.815	0.407	0	0	0
WB163	0	32.797	0	0	0	0	29.904	0	0	0	0	0	7.074	0	0	0.322	0	0	0	0	0	0	0	0	28.296	0	0	0.322	0	0	0	0	0	0	1.286	0	0	0	0
WB164	0	33.891	0	0	1.046	0	26.569	0.209	0	0	0	0.628	4.184	0	0	0.628	0	0	0	0	0	0	0	0	27.824	0	0	2.929	0	0	0	0	0	0.209	1.883	0	0	0	0
WB165	0	44.919	0	0	7.927	0.61	20.325	0	0	0	0	0	4.878	0	0	0.203	0	0	0	0	0	0	0.407	0	15.854	0	0	2.033	0	0	0.203	0	0.61	0.407	1.626	0	0	0	0
WB166	0	44.643	0	0	5.754	0.595	18.254	0	0	0	0	0.198	5.159	0	0	0.198	0	0	0	0	0	0	0	0	20.238	0	0	2.183	0	0	0	0	0	0	2.778	0	0	0	0
WB167	0	46.048	0	0	7.904	0.687	20.619	0	0	0	0	0	4.124	0	0	0.344	0	0	0	0	0	0	0.344	0	15.464	0	0	2.062	0	0	0.344	0	0.687	0	1.375	0	0	0	0
WB168	0	46.483	0	0	5.505	0.612	19.266	0	0	0	0	0.306	4.893	0	0	0.306	0	0	0	0	0	0	0	0	18.349	0	0	1.529	0	0	0	0	0	0	2.752	0	0	0	0
WB169	0	29.825	0	0	0	0	36.404	0	0	0	0	0.219	4.825	0	0	0.877	0	0	0	0	0	0	0	0	22.807	0	0	2.632	0	0	0	0	0	0.439	1.974	0	0	0	0
WB170	0	22.951	0	0	0	0.364	33.88	0	0	0	0	0	2.186	0	0.182	0.182	0	0	0	0	0	0	0	0	33.698	0	0	4.918	0.182	0	0	0	0	0.182	1.275	0	0	0	0
WB171	0	14.396	0	0	0	0	18.509	0	0	0	0	0	3.599	0	0	0.257	0	0	0	0	1.028	0	0	0	54.499	0.257	0.257	3.599	0	0	0.257	0	0.257	0	3.085	0	0	0	0
WB172	0	24.206	0	0	0.397	0	24.206	0	0	0	0	0.595	28.77	0	0.198	0.794	0	0	0	0	0	0	0	0	15.873	0	0	1.587	0	0	0.992	0	0	0.397	1.984	0	0	0	0
WB173	0	27.091	0	0.182	0	0	19.818	0	0.182	0	0	0	2.727	0	0.182	0.364	0.182	0	0	0	0	0	0	0	43.091	0.545	0	3.636	0	0	0.364	0	0.364	0.182	1.091	0	0	0	0
WB174	0	41.614	0	0	0	0	24.684	0	0	0	0	0.316	3.639	0	0	0.475	0	0	0	0	0.158	0	0	0	25.158	0.791	0	1.108	0	0	0	0	0	0.475	1.582	0	0	0	0
WB175	0	27.074	0	0	0.437	0.437	26.856	0	0.218	0	0	0.655	4.367	0	0	0.218	0	0	0	0	0	0	0	0	27.948	0	0	5.895	0	0	3.93	0	0.437	0	1.528	0	0	0	0
WB176	0	25.153	0	0	0.409	0.204	38.037	0.204	0	0.204	0	1.022	3.067	0	0.204	0.409	0.204	0	0	0	0	0	0	0	18.609	0	0	8.18	0	0	0	0	0	0.204	3.885	0	0	0	0
WB177	0	19.08	0	0	1.149	0	40.23	0	0	0.46	0	0.23	8.046	0	0	1.149	0	0	0	0	0	0	0	0	17.241	0	0	5.747	0	0	0	0	0.23	0.46	5.747	0.23	0	0	0
WB178	0	52.913	0	0	0.162	0.162	23.786	0	0	0	0	0.485	7.767	0	0	0.324	0	0	0	0	0	0	0	0	11.65	0	0	0.809	0	0	0.485	0	0	0.162	1.294	0	0	0	0
WB179	0	33.945	0	0	2.202	0.734	28.073	0	0.367	0	0	0	8.44	0	0	3.303	0	0	0	0	0	0	0	0	13.028	0	0	7.706	0	0	0.183	0	0	0	1.651	0.183	0	0.183	0
WB180	0	33.993	0	0	4.125	0	35.974	0	0	0	0	0.825	7.591	0	0	2.97	0	0	0	0	0	0	0	0	9.406	0	0	2.805	0	0.165	0.33	0	0	0.495	1.32	0	0	0	0
WB181	0	32.171	0	0	0	0	37.242	0	0	0	0	0.634	11.094	0	0	0.475	0	0	0	0	0	0	0	0	16.165	0	0	1.268	0	0	0	0	0	0	0.951	0	0	0	0
WB182	0	25.607	0.221	0	0.662	0	23.841	0	0	0	0	0	17.439	0	0	0.662	0	0	0	0	0	0	0	0	22.296	0	0	4.415	0	0	0	0	0	0.221	4.636	0	0	0	0
WB183	0	25.293	0	0.234	0	0	30.679	0	0	0.234	0	0.234	7.728	0	0	0.468	0	0	0	0	0	0	0	0	29.274	0	0	2.576	0	0	0.468	0	0.234	0.234	2.108	0.234	0	0	0
WB184	0	38.409	0	0	0.455	0.227	27.273	0	0	0	0	1.136	14.091	0	0	1.591	0	0	0	0	0	0	0	0	11.591	0	0	1.591	0	0	0.227	0	0	0.682	2.727	0	0	0	0
WB185	0	39.489	0	0	0.196	0.196	34.971	0	0	0	0	0	5.501	0	0	0.589	0	0	0	0	0	0	0	0	14.735	0	0	1.965	0	0	0	0	0	0.196	2.161	0	0	0	0
WB186	0	48.998	0	0	0.223	0	24.276	0	0	0	0	0.223	9.354	0	0	0.668	0	0	0	0	0	0	0	0	13.586	0	0	1.559	0	0	0	0	0.223	0	0.891	0	0	0	0
WB187	0	47.736	0	0	0.377	0	22.264	0.377	0	0	0	0	4.528	0	0	0.755	0	0	0	0	0.189	0	0	0	22.264	0.189	0	0.755	0	0	0	0	0	0.189	0.377	0	0	0	0
WB188	0	27.203	0	0	0.192	0.383	13.985	0.192	0	0.192	0	0	13.602	0	1.149	2.107	0	0	0	0	0	0	0	0	34.866	0	0	0.766	0	0	0.383	0	0	0.383	4.598	0	0	0	0
WB189	0	8.333	0	0	0	0.181	71.196	0	0	0	0	1.63	1.812	0	0.181	0.543	0.362	0	0	0	2.174	0	0	0	10.87	0	0	0.725	0	0	0	0	0	0	1.993	0	0	0	0
WB190	0	40.714	0	0	0	0	20	0	0	0	0	0.857	3.429	0	0	0.143	0	0	0	0.143	0.143	0	0	0	29.714	0.286	0	1.857	0	0	0.143	0	0	0.429	2.143	0	0	0	0
ES1016	0	12.742	2.493	0	1.662	0.831	29.363	0	0	0	0	0	8.31	0	0	0.831	0	0	0	0	0	0	0	0	31.302	9.972	0	2.493	0	0	0	0	0	0	0	0	0	0	0
ESL001	0	14.201	1.183	0	0.296	0.592	18.047	0	0	0	0	0	6.805	0	0	0.296	0	0	0	0.296	0	0	0	0	53.55	3.55	0	0.888	0	0	0	0	0	0	0	0	0	0	0.296
ESL002	0	26.26	0.265	0	0.265	0.265	18.833	0	0	0	0	0	3.979	0	0	0	0	0	0	1.592	0	0	0	0	47.48	1.061	0	0	0	0	0	0	0	0	0	0	0	0	0
ESL003	0	20.356	1.272	0	0.763	0	34.097	0	0	0	0	0	11.959	0	0	0	0	0	0	0.763	0	0	0	0	22.901	7.125	0	0.763	0	0	0	0	0	0	0	0	0	0	0
ESL004	0	15.789	0.351	0	0	0.351	18.246	0	0	0	0	0	27.018	0	0	2.105	0	0	0	0	0	0	0	0	30.526	2.807	0	2.456	0	0	0	0	0	0	0.351	0	0	0	0
ESL005	0	23.009	0.59	0	0	1.18	18.584	0	0.295	0	0	0	8.555	0	0	0	0	0	0	0.295	0	0	0	0	43.953	1.475	0	1.77	0	0	0	0	0	0	0.295	0	0	0	0
ESL006	0.503	48.154	0.168	0	0.168	0.671	12.416	0	0.168	0	0.168	0.168	6.04	0	0	2.349	0.336	0	0	0.168	0	0.168	0.839	0.168	22.987	1.51	0.168	0.336	0	0.336	0.336	0	0.336	0.336	1.007	0	0	0	0
ESL007	0	25.094	0.749	0	0.749	0	30.337	0	0	0	0	0	7.491	0	0	0	0	0	0	0	0	0	0	0	26.966	5.993	0	0.749	0	0	0	0	0	0	1.873	0	0	0	0
ESL008	1.015	50.931	0	0	0.169	1.523	15.059	0	0	0	0	0	1.861	0	0	0.846	0	0	0	0.508	0	0.169	0	0	24.873	2.2	0	0.338	0	0	0	0.338	0	0	0.169	0	0	0	0
ESL009	0	46.113	0.177	0	0	1.06	17.491	0	0	0	0	0	6.537	0	0	1.06	0	0	0	0.53	0	0	0	0	23.498	1.237	0	0.707	0	0	0.353	0	0.353	0.177	0.707	0	0	0	0
ESL010	0	15.32	0	0	0.279	0	20.334	0.557	0	0	0	0	30.362	0	0	0.557	0	0	0	0.279	0	0	0.279	0	26.462	2.507	0	1.671	0	0	0	0	0	0	1.393	0	0	0	0
ESL011	0.282	12.958	1.127	0	1.127	0	18.31	0.282	0	0	0	0	22.535	0.282	0	0.563	0	0	0	0.282	0	0	0	0	34.93	4.507	0	2.254	0	0	0	0	0	0	0.563	0	0	0	0
ESL012	0	14.696	0.958	0	1.278	0.319	15.335	0.319	0	0.319	0	0	31.629	0	0	0.639	0	0	0	0.319	0	0	0	0	27.157	3.195	0	2.236	0	0	0	0	0	0	1.597	0	0	0	0
ESL013	0	35.818	0.162	0	0.324	1.459	16.37	0	0.162	0	0.324	0	8.428	0	0	3.404	0	0	0.162	0	0	0	0	0	28.687	2.269	0	1.135	0	0	0	0	0.324	0	0.972	0	0	0	0
ESL014	0	13.396	0.935	0	0.312	0.312	16.822	0	0	0.312	0	0	21.495	0	0	0.935	0	0	0	0	0	0	0	0	38.941	4.984	0	0.935	0	0	0	0	0	0	0.623	0	0	0	0
ESL015	0	18.75	1.19	0	0.298	0.298	17.56	2.083	0.298	0	0	0	16.369	0	0	1.19	0	0	0	0	0	0	0	0	36.905	3.869	0	0.893	0	0	0	0	0	0.298	0	0	0	0	0
ESL016	0	20.37	0.309	0	0.926	0.309	20.37	0	0	0.309	0	0	16.975	0	0	0.309	0	0	0	0.309	0	0	0	0	36.42	1.235	0	1.543	0	0	0	0	0	0	0.617	0	0	0	0
ESL017	0	20.544	0.604	0	0.302	0	27.795	0	0	0	0	0.302	10.272	0	0	0.906	0	0	0	0	0	0	0	0	38.369	0.906	0	0	0	0	0	0	0	0	0	0	0	0	0
ESL018	0.875	34.136	0.219	0	1.094	0.875	21.882	0	0	0	0	0	10.503	0	0	2.626	0	0	0	0.438	0	0	0.219	0	21.225	4.158	0	0.875	0	0	0	0	0.219	0	0.656	0	0	0	0
ESL019	0.336	19.128	0	0	0	0	17.45	0	0	0	0	0	21.812	0	0	1.342	0	0	0	0	0	0	0	0	33.893	3.02	0	1.342	0	0	0	0	0	0	1.678	0	0	0	0
ESL020	0	24.911	0.712	0	0.356	0.356	24.555	0.356	0.356	0	0	0	22.42	0	0	2.135	0	0	0	0	0	0	0	0	17.794	2.847	0	0	0	0	0	0	0	0	3.203	0	0	0	0
ESL021	0	17.889	0.88	0	0	0.587	15.249	0	0	0	0	0	26.1	0	0	1.173	0	0	0	0	0	0	0.293	0	29.619	4.106	0	2.053	0	0	0	0	0	0	2.053	0	0	0	0
ESL022	0	16.766	0.599	0	0.599	0	18.263	0.299	0	0	0	0	30.539	0	0	2.096	0	0	0	0	0	0	0	0	23.353	3.593	0	2.395	0	0	0	0	0	0	1.497	0	0	0	0
ESL023	0	11.154	0.769	0	0.385	0	25.385	0.385	0.769	0	0	0	29.231	0	0	1.154	0	0	0	0	0	0	0	0	23.077	3.846	0	2.308	0	0	0	0	0	0	1.538	0	0	0	0
ESL024	0	19.154	1.114	0	0.223	0	17.817	0.223	0.445	0.223	0	0	26.281	0	0	0.445	0.223	0	0	0.223	0	0.223	0	0	25.612	2.895	0	2.45	0	0	0	0	0	0	2.45	0	0	0	0
ESL025	0	24.416	1.558	0	0.779	0	25.455	0	0	0	0	0	22.078	0	0	0.779	0	0	0	0	0	0	0	0	16.364	5.974	0	1.818	0	0	0	0	0	0	0.779	0	0	0	0
ESL026	0	19.081	0.353	0	0	0.353	48.057	0	0.707	0	0	0	10.247	0	0	3.534	0.353	0	0	0.353	0	0	0.353	0	11.307	2.473	0	1.413	0	0	0	0	0	0	1.413	0	0	0	0
ESL027	0	15.743	0.292	0	0	0.875	32.362	0	0	0	0	0	20.7	0	0	0.875	0	0	0	0	0.292	0	0	0	19.825	4.082	0	3.499	0	0	0	0	0	0	1.458	0	0	0	0
ESL028	0.206	16.255	0	0	0.412	1.44	33.333	0	0.206	0	0	0	25.309	0	0	4.733	0	0	0.206	0.617	0	0.412	0	0	6.173	4.115	0	1.646	0	0	0	0	0	0	4.938	0	0	0	0
ESL029	0	17.797	0	0	1.13	0	30.508	0	0.282	0	0	0	24.859	0	0	1.977	0	0	0	0	0	0	0	0	14.689	1.977	0	0.847	0	0	0	0	0	5.367	0.565	0	0	0	0
ESL030	0.339	19.322	0	0	0.678	0.678	28.475	0.678	0	0	0	0	22.034	0	0	2.712	0	0	0	0	0	0	0.678	0	19.661	1.695	0	1.017	0	0	0	0	0.678	0	1.356	0	0	0	0
ESL031	0	36.508	1.19	0	0	0.794	26.587	0	0	0	0	0	16.27	0	0	1.19	0	0	0	0	0	0	0	0	11.111	3.175	0	3.175	0	0	0	0	0	0	0	0	0	0	0
ESL032	0	27.848	0.316	0	0.949	2.215	26.266	0	0	0	0	0	9.494	0	0	1.582	0	0	0	0.316	0.316	0	0	0	23.418	1.582	0	5.38	0	0	0	0	0	0	0.316	0	0	0	0
ESL033	0.306	32.925	0.153	0	0.153	0.613	27.871	0	0.766	0	0.153	0	17.917	0	0	2.297	0.459	0	0	0.306	0	0.153	0	0	5.36	2.603	0	4.594	0	0	0.153	0	0.153	0.306	2.603	0.153	0	0	0
ESL034	0	12.303	5.363	0	2.524	2.208	26.183	0	0	0.631	0	0.631	18.612	0	0	0.631	0	0	0	0	0	0	0	0	15.142	11.041	0	4.732	0	0	0	0	0	0	0	0	0	0	0
ESL035	0.309	16.383	1.546	0	1.7	0.618	9.892	0	0.155	0.155	0.155	0	26.739	0.155	0	1.391	0.309	0	0.155	0.155	0	0	0.927	0	19.165	13.91	0	2.937	0	0	0	0	0.155	0.155	2.628	0.309	0	0	0
ESQ001	0	17.436	0.342	0	0.342	0	22.906	0	0	0.171	0	0.684	9.06	0	0	0.513	0	0	0	0	0.171	0	0	0	44.786	2.222	0	0.684	0	0	0	0	0	0.171	0.513	0	0	0	0
ESQ002	0	21.441	1.34	0	3.015	1.005	22.948	0	0.168	0.838	0	0.838	12.228	0	0	0.503	0	0	0.168	0	0	0	0	0	28.643	0.67	0	3.853	0	0	0	0.168	0	0	1.843	0	0	0.168	0.168
ESQ003	0	12.1	1.779	0	1.601	3.559	18.861	0	0	1.246	0	0.712	16.37	0	0	1.601	0	0	0	0.534	0.178	0.178	0.356	0	24.199	8.541	0	5.516	0	0	0	0.356	0	0	2.313	0	0	0	0
ESQ004	0	15.126	2.857	0	2.689	4.034	22.857	0	0	0.672	0	0.504	13.613	0	0	1.681	0	0	0	0	0	0.168	0	0	23.193	1.176	0	8.235	0	0	0	0	0	0.336	2.857	0	0	0	0
ESQ005	0	18.512	3.46	0.173	5.017	1.557	17.82	0	0.173	0.865	0	0.173	10.554	0	0	1.903	0	0	0	0	0	0	0	0	30.104	1.903	0	5.363	0	0.173	0	0	0	0.173	2.076	0	0	0	0
ESQ006	0	13.118	2.555	0	4.429	1.533	16.865	0	0	0.511	0.17	0.341	9.37	0	0	0.852	0	0	0	0	0.17	0.17	0	0	45.315	1.533	0	2.044	0	0	0	0.17	0	0	0.852	0	0	0	0
ESQ007	0	11.472	2.868	0	4.398	2.486	15.679	0	0.382	0.956	0	0.382	14.723	0	0	1.721	0	0	0	0	0	0	0	0	35.755	2.103	0.191	4.78	0	0.191	0	0.191	0	0.191	1.53	0	0	0	0
ESQ008	0	15.625	0.174	0	0	0	24.826	0	0	0	0	0.174	13.889	0	0	2.257	0	0	0	0.521	0.347	0	0	0	40.104	1.736	0	0.174	0	0	0	0	0	0	0.174	0	0	0	0
ESQ009	0	18.02	0.761	0	0.508	0.254	18.528	0	0	0	0	0.254	10.406	0	0	0.761	0	0	0	0.254	0	0	0	0	45.939	2.792	0	1.269	0	0	0.254	0	0	0	0	0	0	0	0
ESQ010	0	13.912	0.491	0	0.818	0.818	31.588	0	0.164	0	0	0.164	11.948	0	0	1.8	0	0	0	0	0	0	0	0	34.206	1.309	0	1.637	0	0	0	0.164	0	0.327	0.655	0	0	0	0
ESQ011	0	32.841	1.107	0	0.369	2.214	33.948	0	0	0	0	0	2.583	0	0	1.292	0	0	0	0.185	0	0.185	0	0	22.325	0.554	0	1.476	0	0	0	0	0	0	0.923	0	0	0	0
ESQ012	0	22.917	1.515	0	0.947	0.758	30.871	0	0	0.189	0	0	5.682	0	0	2.462	0	0	0	0	0	0	0	0	31.061	1.136	0	2.273	0	0	0	0	0	0	0.189	0	0	0	0
ESQ013	0.199	10.537	2.386	0	1.59	0.398	44.533	0	0	0.398	0	0.596	5.567	0	0	4.374	0	0	0	0	0	0	0	0	24.453	0.994	0	3.181	0	0	0	0.199	0	0	0.398	0	0	0.199	0
ESQ014	0	10.092	0.734	0	0.734	0.367	45.138	0	0	0.734	0.183	0.367	11.743	0	0	5.505	0	0	0	0	0	0	0	0	18.165	3.303	0	2.385	0	0	0	0	0	0	0.55	0	0	0	0
ESQ015	0	9.122	0.344	0	1.721	0.516	25.473	0	0	0	0	0.172	29.604	0	0	0.516	0	0	0	0.344	0.172	0	0	0	25.99	3.098	0	1.549	0	0	0	0	0	0.172	1.205	0	0	0	0
ESQ017	0	13.149	0.346	0	0.346	0	26.817	0	0	0	0	0.173	31.488	0	0	1.384	0	0	0	0.173	0.346	0	0	0	22.145	1.73	0	1.211	0	0.173	0	0	0	0.173	0.346	0	0	0	0
ESQ018	0	21.406	0.319	0	0.639	0.16	36.262	0	0	0	0	0.319	9.425	0	0	1.597	0	0	0	1.438	0.958	0	0	0	24.121	1.278	0	1.278	0	0	0.16	0	0	0	0.639	0	0	0	0
ESQ019	0	17.402	0.245	0	0	0	16.176	0	0	0	0	0	9.314	0	0	3.922	0	0	0	1.471	0	0	0	0	48.529	1.225	0	0.49	0	0	0	0	0	0.735	0.49	0	0	0	0
ESQ020	0	19.497	0.314	0	0.157	0.157	34.906	0	0	0	0	0	12.893	0	0	1.887	0	0	0	1.572	0.314	0	0	0	25	0.943	0	1.258	0	0.157	0	0	0	0	0.943	0	0	0	0
ESQ021	0	34.354	0.34	0	0.17	0.17	31.463	0	0	0	0	0	9.694	0	0	2.041	0	0	0	0.51	0	0	0	0	19.218	0.68	0	0.68	0	0	0	0	0	0.34	0.34	0	0	0	0
ESQ022	0	13.625	0.257	0	1.285	0.771	37.789	0	0	0	0	0	20.823	0	0	2.314	0	0	0	0.257	0.257	0	0	0	14.396	4.884	0	2.057	0	0	0.257	0	0	0	1.028	0	0	0	0
ESQ023	0	15.964	0.602	0	0.904	0.753	41.265	0	0	0	0	0	13.554	0	0	1.205	0	0	0	0	0	0	0	0	19.729	3.765	0	1.657	0	0	0	0	0	0.151	0.452	0	0	0	0
