OBSNAME	PABI	BALN	CAMB	APIA	CART	TULI	BBET	BRAS	CARY	CHEN	BCOR	CUPR	CYPE	RDRY	ELAE	ERIC	FABA	FFAG	OFRA	PLAR	MMYR	ONAG	POXR	PAPA	PPIC	PPIN	PPLA	POAC	POLE	POLY	SPOP	FQUE	RANU	ROSA	SSAL	SAXI	SCRO	RTHA	ULMA
GA013	0	1.078	0.216	0	0	0	16.164	0	0	0	0	0.431	44.181	0	0	18.534	0	0	0	0	0	0	0	0	0.431	0	0	3.664	0	0	0	0	0	0.216	15.086	0	0	0	0
GA014	0	1.208	0.483	0	0	0	34.541	0	0.242	0	0	0.483	13.527	0	0	14.01	0	0	0	0	0	0	0.242	0	0.483	0.725	0	30.918	0	0	0	0	0	0	2.899	0	0	0.242	0
GA015	0	0.81	0.202	0	0	0	37.449	0	0	0	0	0	33.401	0	0	9.717	0	0	0	0	0	0	0	0	0.405	0.405	0	13.158	0	0	0	0	0	0.202	4.251	0	0	0	0
GA016	0	0.294	0.147	0	0	0	0.734	0	0.147	0	0	0.294	73.421	0	0	17.327	0	0	0	0	0	0	0	0	0	0	0	2.496	0	0	0	0.147	0	0.147	4.846	0	0	0	0
GA017	0	0.184	0.037	0	0	0.073	0.441	0.037	0.367	0	0	0.147	89.383	0	0	2.645	0	0	0	0	0	0	0.22	0	0.147	0	0	3.343	0	0	0	0.037	0	0.073	2.829	0	0	0.037	0
GA018	0	1.253	0.209	0	0.418	0	43.841	0	0.209	0	0	0.418	19.833	0	0	20.877	0	0	0	0	0	0	0	0	0.626	0.209	0	7.516	0	0	0	0	0	0	4.593	0	0	0	0
GA019	0	0.839	0	0	0.21	0	50.105	0	0	0	0	0.21	11.53	0	0	19.706	0	0	0	0	0	0	0.629	0	0.839	0.419	0	12.579	0	0	0	0	0	0.21	2.725	0	0	0	0
GA020	0	0.316	0	0	0	0.158	36.076	0	0.316	0	0	0.158	15.506	0	0	23.892	0	0	0	0	0	0	0	0	0.316	0	0	13.449	0	0	0	0	0.158	0	9.494	0	0	0.158	0
GA021	0	1.263	0.211	0	0	0.421	35.368	0	0.632	0	0	0.842	9.053	0	0	2.526	0	0	0	0	0	0	0	0	0.211	0	0	25.895	0	0	0	0	0	0.211	23.158	0	0	0.211	0
GA022	0	1.242	0.207	1.449	0	0.414	34.576	0	0.621	0	0	0.828	8.903	0	0	2.484	0	0	0	0	0	0	0	0	0.207	0	0	25.466	0	0	0	0	0	0.207	23.188	0	0	0.207	0
GA023	0	0.978	0.587	0	0.196	0.196	54.599	0	0.196	0	0	0.587	9.589	0	0	15.851	0	0	0	0	0	0	0.587	0	0.783	0.196	0	9.785	0	0	0	0	0.196	0.587	4.305	0	0	0.783	0
GA024	0	0.901	0	0	0	0	24.775	0	0.225	0	0	0	20.045	0	0	18.468	0	0	0	0	0	0	0.225	0	0.225	0	0	22.523	0	0.225	0	0	1.577	0	9.009	0	0	1.802	0
GA025	0	1.61	0.201	0.201	0.201	0	39.839	0	0	0	0	0	31.59	0	0	11.268	0	0	0	0	0	0	0.402	0	0.201	1.006	0	6.237	0	0	0	0	0.604	0.201	6.036	0	0	0.402	0
GA026	0	3.165	0.211	0	0	0	35.865	0	0	0	0	0.633	24.262	0	0	15.19	0	0	0	0	0	0	0	0	0.844	0.844	0	11.603	0	0	0	0	0	0	6.54	0	0.211	0.633	0
GA027	0	0.932	0	0	0	0	60.373	0	0	0	0	0.932	13.986	0	0	5.594	0	0	0	0	0	0	1.399	0	0.233	0	0	8.625	0	0	0	0	0.699	0.699	5.361	0	0	1.166	0
GA028	0	0	0.641	0	0	0.641	35.897	0	0.641	0	0	0	23.077	0	0	1.282	0	0	0	0	0	0	0	0	0	0	0	19.231	0	0	0	0	0.641	0	16.026	0	0	1.923	0
GA029	0	3.717	0	0	0.354	0	49.381	0	0.708	0	0	0	6.195	0	0	11.327	0.177	0	0	0	0	0	0.708	0	0.885	2.832	0	14.69	0	0	0	0	0.708	0	7.611	0.531	0.177	0	0
GA030	0	7.051	0.427	0	1.709	0	28.846	0	0.214	0.214	0	0	20.726	0.427	0	11.538	0	0	0	0	0	0	0.641	0	2.137	1.709	0	9.188	0	0	0	0	0.427	0	14.744	0	0	0	0
GA031	0	9.924	0.763	0	0.382	0	30.916	0	0.191	0.382	0	0	15.649	0.573	0	6.489	0	0	0	0	0	0	2.863	0	3.244	3.817	0	12.595	0	0	0	0	0.573	0.573	9.351	0.763	0.573	0.382	0
GA032	0	8.157	0.302	0	0.302	0	21.45	0.302	0.906	0	0.302	0	29.003	0	0	10.876	0	0	0	0	0	0.302	0.604	0	2.115	2.115	0	12.085	0	0	0.302	0	0	0	9.97	0.302	0.302	0.302	0
GA033	0	0.499	0	0.499	0	0.499	17.706	0.249	0	0	0	2.244	24.19	0	0	0.249	0	0	0	0	0	0	5.237	0	0	0.499	0.249	30.424	0	0	0	0	2.494	0	12.469	0	0	2.494	0
GA034	0	0.462	0	0.462	0	0.462	17.783	0.231	0	0	0	2.309	24.249	0	0	0.462	0	0	0	0	0	0	5.312	0	0	0	0.231	30.716	0	0	0	0	2.54	0	12.24	0	0	2.54	0
GA035	0	0.713	0.238	0.713	0.238	0.475	13.064	0	0	0	0	1.188	20.19	0	0	0.238	0	0	0	0	0	0	4.038	0	0.238	0	0.238	22.803	0	0	0	0	9.976	0	14.252	0	0.238	11.164	0
GA036	0	0.211	0	0.211	0.211	0.844	20.464	0	0	0	0	0.211	30.169	0	0	1.899	0	0	0	0	0	0.211	2.321	0	0.211	0.211	0	18.143	0	0.211	0	0	12.025	0	5.696	0	0	6.751	0
GA037	0	4.294	0.307	0	1.227	0.613	17.791	0	0	0.307	0	0	21.779	0	0	30.675	0.613	0	0	0	0	0.92	0.613	0	1.227	0.92	0	11.35	0	0	0	0	0.92	0.307	5.828	0.307	0	0	0
GA038	0	3.168	0	0	0.198	0.99	24.554	0.396	0.396	0	0.396	0	31.683	0	0	10.891	0.198	0	0	0	0	0	0.594	0	0.594	0.99	0.396	15.248	0	0	0	0	0.792	0.198	8.317	0	0	0	0
GA039	0	10.777	0.752	0.251	0	0.251	14.035	0.501	0	0	0.752	0	25.063	0.251	0	13.033	0.251	0	0.501	0	0	0	0.501	0	1.504	2.506	0	16.04	0	0	0	0	0.251	0	12.531	0.251	0	0	0
GA040	0	3.951	0.494	0.247	0.494	0.741	10.37	0.741	0.494	0	0	0	33.086	0.247	0	17.778	0.247	0	0	0	0	0	0	0	0.988	0.988	0	8.642	0	0.494	0	0	0.741	1.235	17.284	0.741	0	0	0
GA041	0	19.048	0	0	0	0.476	43.333	0	0	0	0	2.857	13.81	0	0	6.667	0	0	0	0	0	0	0.952	0	0	0	0	1.905	0	0	0	0	0	0	10.476	0.476	0	0	0
GA042	0	11.839	0	0	1.057	0	50.317	0	0	0	0	1.48	13.953	0	0	8.668	0	0	0	0	0	0	0.846	0	0.211	0.211	0	2.748	0	0	0	0	0.423	0	8.245	0	0	0	0
GA043	0	29.688	0	0	0.521	0	38.542	0	0	0	0	1.302	9.115	0	0	6.51	0	0	0	0	0	0	0.521	0	0	0.521	0	5.729	0	0	0	0	0	0	7.031	0	0.26	0.26	0
GA044	0	11.548	0	0	0.246	0	47.666	0.246	0.246	0	1.474	0	12.531	0	0	7.371	0.491	0	0.246	0	0.491	0	0.491	0	0	0.246	0	5.897	0	0	0	0	0.246	0.737	9.337	0	0	0	0.491
GA045	0	6.928	0.693	0	0.693	0	12.933	0	0	0.231	0	0.231	24.48	0	0	32.333	0	0	0	0	0	0	0.462	0	1.155	0.924	0	10.855	0	0	0	0	1.386	0.462	5.774	0	0	0.462	0
GA046	0	9.639	0	0	0	0	68.273	0	0.201	0	0	1.807	6.627	0	0	4.016	0	0	0	0	0	0	0.201	0	0	0.201	0	1.606	0	0	0	0	0.201	0	6.426	0	0	0.803	0
GA047	0	10.526	0	0	0	0	48.284	0	0.915	0	0	1.144	19.451	0	0	5.95	0	0	0	0	0	0	0	0	0	0	0	6.407	0	0	0	0	0	0.229	6.865	0	0	0.229	0
GA048	0	6.904	0.418	0	0	0	34.1	0	0	0.209	0	0.209	23.431	0	0	14.644	0	0	0	0	0	0	0.209	0	1.046	0.628	0	13.808	0	0	0	0	0.418	0	3.347	0	0.209	0.418	0
GA049	0	8.706	0.471	0.235	0.471	0	52.941	0.235	0	0	0	1.176	12.941	0	0	8.941	0	0	0	0	0	0	1.412	0	0	0.235	0	4.941	0	0	0	0	0	0	5.882	0	0.235	1.176	0
GA050	0	7.126	0.238	0.238	0.475	0.238	23.04	0.238	0.238	0	0	0	22.565	0	0	19.477	0.475	0	0	0	0	0.238	0	0	0.713	0.475	0	11.164	0	0	0	0	0.238	0.238	12.589	0	0	0	0
GA051	0	0	0	0	0.089	0	5.846	0	1.063	0	0	0	0.177	0	0	0.531	0	0	0	0	0	0	0	0	0	0	0	89.017	0	0	0	0	0	0	3.1	0.177	0	0	0
GA052	0	0	0	0	0	0	23.797	0.253	2.532	0	0	0	15.19	0.253	0	2.785	0	0	0	0	0	0	2.785	0	0	0	0	20.506	0	0	0	0	0.506	0	25.823	1.266	0	4.304	0
GA053	0	0	0	0	0	0	4.641	0	0	0	0	0	6.751	0	0	3.376	0	0	0	0	0	0	21.941	0	0	0	0	19.409	0	0	0	0	0	0	40.506	0	0	3.376	0
GA054	0	0	0	0	0	0	41.909	0.162	0.324	0	0	0	20.065	0.162	0	7.929	0	0	0	0	0	0	1.456	0	0	0	0	9.385	0	0	0	0	0.485	0	16.99	0.971	0.162	0	0
GA055	0	0	0	0	0	0.25	11.25	0	5.75	0	0	0	13.75	0	0	13.5	0	0	0	0	0	0	3.5	0	0	0.75	0	5.25	0	3	0	0	1.75	0	39.5	0	0	1.75	0
GA056	0	0	0	0	0	0	3.627	0	3.627	0	0	0	20.207	1.554	0	8.808	0	0	0	0	0	0	9.845	0	2.073	0	0	14.508	0	0	0	0	1.554	1.554	29.534	2.591	0	0.518	0
GA057	0	0.847	0	0	0.424	0	6.992	0	0.636	0	0	0	19.492	0	0	42.585	0	0	0	0	0	0	0.424	0	0	0.212	0	1.695	0	0.212	0	0	0	0	26.059	0.424	0	0	0
GA058	0	0.481	0.481	0	3.365	0	1.923	0	0.481	0	0	0	23.077	0	0	31.25	0	0	0	0	0	0	0.481	0	0.962	0.481	0	12.981	0	0	0	0	0	0	24.038	0	0	0	0
GA061	0	0	0	0	0	0	0	2.941	0.98	0	0	0	7.843	0	0	0	0	0	0	0	0	0	2.941	0	0	0	0	30.392	0	0	0	0	0	3.922	39.216	11.765	0	0	0
WAA001	0	28.107	0.592	0	1.183	0	30.178	0	0	0	0	0	20.71	0	0	0.296	0	0	0	0	0	0	0	0	7.988	0	0	4.142	0	0	2.071	0	0	0.296	3.55	0	0.888	0	0
WAA002	0	8.2	0	0	2.05	0	13.44	0	0.228	0	0	0	35.308	0	0	1.139	0	0	0	0	0	0	0	0.228	1.139	0	0	35.535	0.228	0	0	0	0.228	0.683	0.911	0.228	0.228	0.228	0
WAA003	0	27.485	0	0.292	1.17	0	16.959	1.462	0.585	0	0	0	28.07	0	0	0.585	0.585	0	0	0	0	0.292	0	0	2.924	0	0	5.556	0	0	0.877	0	0.877	3.509	7.31	0.292	1.17	0	0
WAA004	0	9.535	0	0	0.93	0.233	15.349	0	0	0.233	0	0	60.698	0	0	0.233	0	0	0	0	0	0	0	0	3.023	0	0	6.744	0	0	0	0	0	0.698	2.093	0.233	0	0	0
WAA005	0	2.463	0	0	0.246	0.246	12.315	0.246	0	0	0	0	53.448	0	0	4.433	0	0	0	0	0	0	0	0	3.202	0	0	22.167	0.246	0	0	0	0	0.493	0.493	0	0	0	0
WAA006	0	5.172	0	0	0.246	1.478	33.744	0	0	0	0	0	28.818	0	0	7.882	0	0	0	0	0	0	0	0	0.246	0	0	19.704	0.246	0.246	0	0	0.246	0	1.97	0	0	0	0
WAA007	0	3.189	0	0	0.456	0.228	19.362	0	0	0	0	0	52.62	0	0	3.189	0	0	0	0	0	0	0	0	0.456	0	0	19.818	0	0	0	0	0.228	0.228	0.228	0	0	0	0
WAA008	0	9.843	0	0	1.575	0.591	15.551	0	0.394	0.197	0	0	60.236	0	0	2.559	0.197	0	0	0	0	0	0.197	0	1.575	0	0	5.315	0	0	0	0	0.394	0.197	1.181	0	0	0	0
WAA009	0	3.951	0	0	0.494	0.741	20.247	0	0	0	0	0	47.654	0	0	4.691	0	0	0	0	0	0	0	0	1.728	0	0	19.012	0	0	0	0	0	0.494	0.988	0	0	0	0
WAA010	0	7.595	0	0	0	0	13.924	0	0	0	0	0	50.127	0	0	0	0	0	0	0	0	0	0	0	2.785	0	0	21.772	0	0	0	0	0	0	3.797	0	0	0	0
WAA011	0	8.831	0	0	0.955	0.716	16.706	0	0	0	0	0	48.687	0	0	4.535	0	0	0	0	0	0.239	0.239	0	4.057	0.239	0	11.456	0	0	0	0	0	0.239	3.103	0	0	0	0
WAA012	0	0.976	0	0.244	0.244	0.244	15.854	0	0.244	0	0	0	17.073	0	0	10.244	0	0	0	0	0	0	0	0	0.732	0	0	53.415	0	0	0	0	0.244	0.244	0.244	0	0	0	0
WAA013	0	15.274	0	0	0	0	23.343	0	0	0	0	0	44.957	0	0	5.187	0	0	0	0	0	0	0.288	0	1.729	0	0	5.187	0	0	0	0	0.288	0.576	2.882	0	0	0.288	0
WAA014	0	8.039	0	0	0.588	0.98	11.176	0	0	0	0	0	40.588	0	0	1.961	0	0	0	0	0	0	0	0.196	1.765	0	0	31.765	0	0	0	0	0.98	0.98	0.98	0	0	0	0
WAA015	0	12.027	0	0	0.859	0.515	25.086	0.515	0.344	0	0	0	39.691	0	0	6.186	0.172	0	0	0	0	0	0.172	0	2.749	0	0	6.701	0	0.172	0	0	0.344	0.344	3.608	0.172	0.344	0	0
WAA016	0	9.513	0	0	1.327	0	18.584	0	0	0	0	0	55.752	0	0	3.761	0	0	0	0	0	0	0	0	1.106	0	0	6.195	0	0.221	0	0	0	0.221	3.319	0	0	0	0
WAA017	0	9.163	0	0	0.398	0.398	15.737	0	0.199	0	0	0	59.761	0	0	2.988	0	0	0	0	0	0	0	0	1.793	0	0	7.57	0	0	0	0	0.199	0.199	1.394	0	0.199	0	0
WAA018	0	10.722	0	0	0.875	0.219	14.88	0	0	0	0	0	56.455	0	0	0	0	0	0	0	0	0	0.219	0	2.407	0.438	0	11.379	0	0	0	0	0.438	0	1.751	0	0	0.219	0
WAA019	0	10.824	0	0.235	0.941	0.471	19.059	0	0	0	0	0	49.647	0	0	1.882	0	0	0	0	0	0	0	0	2.118	0	0	10.824	0	0	0	0	0.235	0	3.765	0	0	0	0
WAA020	0	9.63	0	0	0.741	0	17.037	0.494	0.494	0	0	0	53.333	0	0	2.469	0	0	0	0	0	0	0.247	0.247	1.728	0	0	8.889	0	0.247	0	0	0.247	0.247	3.457	0	0.494	0	0
WAA021	0	11.408	0	0	0.728	0.243	12.136	0	0	0	0	0	53.398	0	0	1.214	0	0	0	0	0	0	0.243	0	3.155	0.243	0	13.107	0	0	0	0	0.243	0.728	3.155	0	0	0	0
WAA022	0	6.308	0	0	0	0.467	22.196	0.234	0	0	0	0	42.29	0	0	6.075	0	0	0	0	0	0	0	0	1.168	0	0	16.822	0	0	0	0	0	0.935	3.505	0	0	0	0
WAA023	0	9.762	0	0	0.238	0.238	24.524	0.714	0.238	0	0	0	40.476	0	0	3.81	0	0	0	0	0	0	0	0	3.095	0	0	12.857	0	0	0	0	0.238	0	3.81	0	0	0	0
WAA024	0	9.868	0	0	1.754	0	23.904	0	0	0	0	0	31.14	0	0	4.605	0.219	0	0	0	0	0	0	0	1.974	0	0	20.175	0	0.219	0	0	0.877	0.439	3.947	0.219	0.439	0.219	0
WAA025	0	9.716	0	0	0.711	0	18.246	0.474	0	0	0	0	53.081	0	0	6.872	0	0	0	0	0	0	0.474	0	0.948	0	0	4.976	0	0.237	0	0	0	0.474	3.081	0	0.711	0	0
WAA026	0	8.313	0	0	0.489	0.244	13.203	0	0	0	0	0	59.658	0.244	0	4.401	0	0	0	0	0	0	0.244	0	1.956	0	0	6.112	0	0.489	0	0	0.489	0.244	3.912	0	0	0	0
WAA027	0	14.344	0	0	0.82	0.615	14.959	0.205	0	0	0	0	48.156	0	0	0.82	0	0	0	0	0	0	0.205	0	2.664	0	0	12.5	0	0	0	0	0	0.41	4.303	0	0	0	0
WAA028	0	4.832	0	0	0	0.63	10.084	0.21	0	0	0	0	66.387	0	0	5.672	0	0	0	0	0	0	0	0	2.101	0	0	7.353	0	0.21	0	0	0	0.21	2.311	0	0	0	0
WAA029	0	17.422	0.239	0	3.58	0	22.912	0.239	0	0.239	0	0	37.709	0	0	4.773	0	0	0	0	0	0	0.716	0	1.909	0	0	6.444	0	0	1.193	0	0.477	0	2.148	0	0	0	0
WAA030	0	2.771	0	0	1.155	0.462	56.351	0.231	0	0	0	0	28.176	0	0	0.924	0	0	0	0	0	0	0	0	0	0	0	4.85	0	0	0	0	0	0	4.85	0	0.231	0	0
WAA031	0	6.49	0	0	0.24	0.24	16.827	0	0.24	0	0	0	34.856	0	0	5.288	0	0	0	0	0	0	0	0	0.962	0	0	28.365	0.24	0	0	0	0.24	0.24	5.769	0	0	0	0
WAA032	0	14.286	0	0	1.261	0.84	18.908	0	0	0	0	0	37.815	0	0	5.042	0.42	0	0	0	0	0	0	0	1.681	0.42	0	12.605	0	0	0	0	0.42	1.681	3.782	0.42	0	0.42	0
WAA033	0	8.088	0	0	0.49	0.735	27.451	0	0	0	0	0	13.725	0	0	9.069	0	0	0	0	0	0	0.245	0	0.98	0	0	36.275	0	0	0	0	0	0.98	1.961	0	0	0	0
WAA034	0	9.557	0	0	0.932	0.233	18.182	0	0.233	0	0	0	37.762	0	0	8.159	0	0	0	0	0	0	0	0	0.466	0	0	21.678	0	0	0	0	0.699	0.233	1.865	0	0	0	0
WAA035	0	7.907	0	0	0	0	20.698	0	0	0	0	0	34.186	0	0	8.605	0	0	0	0	0	0	0	0	0	0	0	24.884	0	0	0	0	0	0	3.721	0	0	0	0
WAA036	0	5.569	0	0	0.242	0.484	14.044	0.242	0.484	0	0	0	38.499	0	0	3.874	0	0	0	0	0	0	0	0	0.726	0	0	34.14	0	0	0	0	0.242	0	0.969	0.242	0.242	0	0
WAA037	0	4.087	0	0	0.481	0.721	11.058	0	0	0	0	0	31.01	0	0	1.442	0	0	0	0	0	0	0	0	1.202	0	0	48.798	0	0	0	0	0	0	1.202	0	0	0	0
WAA038	0	4.242	0	0	0	1.414	10.505	0.404	0	0.202	0	0	46.263	0	0	4.242	0	0	0	0	0	0	0	0	0.808	0	0	28.283	0	0	0	0	0.404	0.606	2.222	0	0.404	0	0
WAA039	0	8.442	0	0	0.216	0.216	10.823	0	0	0	0	0	54.978	0	0	1.299	0.216	0	0	0	0	0	0	0	1.082	0	0	17.749	0	0	0	0	0.866	0.649	3.463	0	0	0	0
WAA040	0	3.132	0	0	0	0.224	4.474	0	0	0	0	0	31.991	0	0	0.224	0	0	0	0	0	0	0	0	0	0.447	0	55.928	0	0	0	0	0.671	0.671	2.237	0	0	0	0
WAA041	0	8.511	0	0	0.709	1.891	10.165	0	0.236	0	0	0	27.423	0	0	4.019	0	0	0	0	0	0	0	0	0.709	0	0	41.371	0	0.236	0	0	0.946	0	3.783	0	0	0	0
WAA042	0	4.472	0	0	2.439	1.423	7.927	0.813	0.203	0.203	0	0	34.35	0	0	4.878	0	0	0	0	0	0	0	0	1.626	0	0	36.585	0	0.203	0	0	0.813	0.61	3.455	0	0	0	0
WAB001	0	25.157	0	0	5.031	0	12.579	1.572	0	0	0	0	17.61	0.629	0	0	0.314	0	0	0	0.314	0	10.377	0	11.321	2.201	0.314	7.862	0	0	0.314	0	0	0.629	1.572	2.201	0	0	0
WAB002	0	25.044	0	0	1.226	0	20.665	0.876	0	0	0	0	12.259	1.051	0	0.876	0.175	0	0	0	0.175	0	10.333	0	15.412	1.226	0.175	5.079	0	0	0.175	0	0	0.701	2.627	1.926	0	0	0
WAB003	0	30.781	0.159	0	3.668	0.478	16.587	0.638	0.159	0	0	0	14.035	0.319	0	0.319	0	0	0	0	0.159	0	6.858	0	14.833	1.914	0	3.987	0	0	0	0	0	0.957	3.349	0.638	0.159	0	0
WAB004	0	27.978	0.277	0	3.324	0	16.62	0.831	0.277	0	0	0	13.296	0.277	0	0.831	0	0	0	0	0.277	0	5.817	0	15.512	3.047	0.277	6.648	0	0	0	0	0	1.662	1.108	1.939	0	0	0
WAB005	0	22.351	0	0	2.119	0.193	17.726	2.119	0.963	0	0	0	14.451	0.385	0	0.963	0	0	0	0	0	0	8.478	0	15.992	2.89	0	4.046	0	0	0.193	0	0.193	1.349	1.349	4.046	0	0.193	0
WAB006	0	24.771	0	0	3.486	0	18.165	0.734	0	0	0	0	13.028	0	0	0.367	0.183	0	0	0	0.183	0	10.642	0	14.128	2.569	0	5.138	0	0	0	0	0	0.55	3.486	2.385	0.183	0	0
WAB007	0	10.213	1.064	0	2.766	2.34	12.979	0.851	0	0.638	0	0	30.638	0	0	0.213	0.426	0	0	0	0	0	0	0	18.723	2.979	0	7.021	0	0	0	0	0	2.128	4.681	2.34	0	0	0
WAB008	0	13.827	0	0	4.938	1.235	5.432	1.481	0.247	0	0	0	15.062	0	0	0.247	0.247	0	0	0	0	0	9.383	0	18.272	5.926	0	8.889	0	0	0.247	0	0	1.975	5.679	6.667	0	0.247	0
WAB009	0	7.692	0	0	3.448	0	6.631	1.592	0.796	0.265	0	0	28.912	1.061	0	0	0.265	0	0	0	0	0	7.692	0	19.098	7.958	0	8.223	0	0	0	0	0	2.918	2.122	1.326	0	0	0
WAB010	0	9.337	0	0	2.703	0.246	9.091	2.703	0.246	0.246	0	0	35.135	0.246	0	0	0	0	0	0	0	0.246	4.668	0	12.531	3.44	0.246	6.143	0	0	0	0	0	3.931	2.703	6.143	0	0	0
WAB011	0	14.493	0.207	0	2.899	1.035	10.352	4.348	0	0	0	0	23.602	1.242	0	0	0.207	0	0	0	0	0	3.52	0	22.774	4.141	0.207	3.52	0	0	0	0	0	2.07	2.484	2.899	0	0	0
WAB012	0	15.739	0	0	0.768	0.576	8.061	1.344	0.192	0	0	0	25.528	0	0	0.192	0	0	0	0	0	0	2.879	0	23.608	8.829	0.384	4.415	0	0	0.192	0	0	1.727	2.687	2.687	0.192	0	0
WAB013	0	14.57	0	0	0.442	0.883	14.128	4.194	0.221	0	0	0	25.386	0.442	0	0	0	0	0	0	0	0	1.545	0	19.647	3.311	0	7.285	0	0	0.442	0	1.104	1.766	2.87	1.766	0	0	0
WAB014	0	10.575	0	0	2.069	0.92	10.115	1.379	0.23	0	0	0.46	22.529	0	0.23	0.69	0	0	0	0	0	0	4.368	0	25.057	3.448	0	9.885	0	0	0	0	0	2.299	1.839	3.908	0	0	0
WAB015	0	17.174	0	0	4.783	0.435	11.304	1.087	0.435	0	0	0	16.087	0.217	0	0.435	0	0	0	0	0.217	0	10.652	0	15.87	3.913	0.217	7.826	0	0.217	0	0	0	1.087	3.478	4.565	0	0	0
WAB016	0	7.339	0	0	4.128	0.459	7.339	3.67	0	0	0	0	18.807	0.917	0	0.459	0	0	0	0	0	0	3.67	0	19.725	5.505	0	18.807	0	0	0	0	0.459	3.67	1.376	3.67	0	0	0
WAB017	0	12.5	0	0	1.716	1.716	8.333	1.961	0.245	0	0	0	25.98	0	0	0.98	0	0	0	0	0	0	7.843	0	5.637	2.451	0.245	11.275	0	0	0.245	0	1.471	3.676	4.902	8.333	0.49	0	0
WAB018	0	10.248	0	0	3.416	0.932	7.143	1.242	0.311	0	0	0	19.565	0.311	0	0	0	0	0	0	0	0	9.938	0	9.627	1.553	1.242	11.801	0	0	0.311	0	0.932	3.106	7.764	10.559	0	0	0
WAB019	0	12.44	0	0	1.675	0.478	6.459	1.675	0.239	0	0	0	26.555	1.675	0	0.718	0.239	0	0	0	0	0	4.545	0	11.962	0.957	0.239	16.507	0	0	0	0	0	3.589	5.024	5.024	0	0	0
WAB020	0	9.288	0	0	3.715	0.619	8.978	1.238	0.929	0	0	0	21.053	3.096	0	0	0.31	0	0	0	0	0	4.954	0.31	11.146	0.619	0.619	14.241	0	0	0	0	0.929	3.406	4.954	9.288	0.31	0	0
WAB021	0	9.148	0	0	2.524	0.631	6.94	4.416	0.631	0.315	0	0	23.659	1.577	0	0	0	0	0	0	0	0	7.256	0	8.517	0.315	1.262	14.511	0	0	0	0	0	4.101	6.309	7.886	0	0	0
WAB022	0	6.441	0	0	4.068	1.356	6.102	4.746	1.017	0	0	0	17.288	1.356	0	0	0.339	0	0	0	0	0	5.763	0.339	9.153	2.373	0	26.441	0	0	0	0	0.339	4.068	2.712	5.763	0.339	0	0
WAB023	0	9.241	0	0	3.3	0.66	3.63	2.64	0.33	0	0	0	23.762	1.32	0	0	0.66	0	0	0	0	0	1.98	0	12.211	0.33	1.32	10.891	0	0	0	0	0.99	6.271	6.271	13.861	0.33	0	0
WAB024	0	6.95	0	0	6.564	0.772	6.564	1.544	1.158	0	0	0	15.444	1.544	0	0	0	0	0	0	0	0	6.178	0	15.444	2.317	0	21.622	0	0.386	0	0	0	1.931	6.564	5.019	0	0	0
WAB025	0	12.861	0.262	0	2.1	1.312	8.136	4.462	0.525	0	0	0	25.984	1.05	0	0	0	0	0	0	0	0	5.249	0	8.661	1.575	0	13.123	0	0.262	0	0	1.575	1.05	3.412	8.136	0	0.262	0
WAB026	0	8.059	0	0	4.762	0.366	4.396	3.663	0.366	0	0	0	14.652	1.465	0	0.366	0.366	0	0	0	0	0	8.425	0	9.89	1.832	0	18.315	0	0	0	0	0.733	3.297	6.593	12.454	0	0	0
WAB027	0	6.093	0	0	5.018	1.075	7.168	7.527	2.151	0	0	0	13.62	1.434	0	0	0	0	0	0	0	0	6.81	0	7.527	0	0	25.09	0	0	0	0	1.075	3.226	4.301	7.885	0	0	0
WAB028	0	7.074	0	0	0.322	2.894	6.752	5.145	0.965	0	0	0	39.871	0	0	0	0	0	0	0	0	0	5.466	0	6.752	0.643	0	13.505	0	0	0	0	1.608	1.608	6.431	0.965	0	0	0
WAB029	0	8.993	0	0	0.36	1.079	4.317	5.036	1.439	0.36	0	0	43.525	0	0	0.36	0	0	0	0	0	0	5.036	0	6.835	0.36	0	12.59	0	0	0	0	0.36	1.799	5.396	2.158	0	0	0
WAB030	0	7.767	0	0	1.618	1.942	5.825	3.883	1.942	0	0	0	33.657	0	0	0	0	0	0	0	0	0	7.767	0	5.178	0.971	0	20.712	0	0	0.324	0	0.324	1.294	4.207	2.589	0	0	0
WAB031	0	4.714	0	0	1.684	1.684	9.091	1.347	1.684	0.337	0	0	39.057	0	0	0.337	0	0	0	0	0.337	0	1.01	0	9.428	0.673	0	26.599	0	0	0	0	0	0	1.01	1.01	0	0	0
WAB032	0	9.333	0	0	0.333	1.333	6	4.667	1.333	0	0	0	27.333	0.667	0	0	0	0	0	0	0	0	10.333	0	6	0.667	0	20.333	0	0	0	0	1.667	1.667	5.667	2.667	0	0	0
WAB033	0	7.641	0	0.332	0.664	1.661	5.98	3.654	0.664	0	0	0	42.525	0	0	0.332	0	0	0	0	0	0	6.312	0	6.312	0.664	0.332	16.611	0	0	0	0	0	0.997	4.319	0.997	0	0	0
WAB034	0	11.781	0	0	0.274	0	10.685	1.37	1.918	0.274	0	0	15.342	0.274	0	0.548	0.274	0	0	0	0	0	25.205	0	3.562	0	0	17.808	0	0	0	0	0.548	0.548	7.945	1.644	0	0	0
WAB035	0	9.689	0	0	0.346	0.692	5.19	2.422	1.038	0	0	0	31.488	0.346	0	0	0	0	0	0	0	0	17.993	0	4.152	0.346	0	16.609	0	0	0	0	1.038	1.038	4.152	3.46	0	0	0
