Obsname	tdjf	tmam	tjja	tson	tjjas	tjan	tfeb	tmar	tapr	tmay	tjun	tjul	taug	tsep	toct	tnov	tdec	ptotal	pdjf	pmam	pjja	pson	pjjas	pjan	pfeb	pmar	papr	pmay	pjun	pjul	paug	psep	poct	pnov	pdec	sann	sdjf	smam	sjja	sson	sjjas	sjan	sfeb	smar	sapr	smay	sjun	sjul	saug	ssep	soct	snov	sdec	gdd0	gdd5	mipt	aaetpt	apetpt	miptev	aaetptev	apetptev	miptdc	aaetptdc	apetptdc
WAA009	-22.7333333333333	-14.4333333333333	6.16666666666667	-7.03333333333333	5.2	-21.9	-24.8	-22.7	-16.2	-4.4	3.2	8.1	7.2	2.3	-7.5	-15.9	-21.5	172	14	14	91	53	29.75	5	5	3	5	6	13	31	47	28	15	10	4	35.4583333333333	30.8666666666667	49.8333333333333	35.7666666666667	25.3666666666667	34.025	22.2	45.8	54	52.8	42.7	40.2	38.4	28.7	28.8	25.1	22.2	24.6	583.4	127.4	0.7581	172.3586	227.3626	0.7545	156.68	207.6485	0.8267	95.3127	115.2863
WAA010	-26.5	-13.8666666666667	6.36666666666667	-9.5	5.025	-26.4	-27.7	-24.1	-15.1	-2.4	5.3	7.7	6.1	1	-9.8	-19.7	-25.4	130	17	12	64	37	20.25	8	4	4	3	5	13	24	27	17	12	8	5	38.625	31.6	52.8333333333333	40.3666666666667	29.7	38.825	27.5	44.3	55.6	54.3	48.6	43.9	42.3	34.9	34.2	25.8	29.1	23	578.1	109.2	0.5153	129.7363	251.7775	0.5708	129.5386	226.9227	0.5339	76.1066	142.5377
WAA011	-26.1666666666667	-16.9	3.56666666666667	-9.83333333333333	2.6	-25.5	-28.6	-26.5	-18.4	-5.8	1.9	4.8	4	-0.3	-10.1	-19.1	-24.4	147	23	16	66	42	20.75	11	6	5	4	7	14	25	27	17	16	9	6	37.525	28.4	52.1333333333333	41.4333333333333	28.1333333333333	39.55	24.3	42.2	54.6	53.6	48.2	44.4	43.2	36.7	33.9	24.2	26.3	18.7	303.1	0	0.6601	146.6357	222.138	0.7717	146.5056	189.847	0	0	0
WAA012	-23.1333333333333	-14.5	6.06666666666667	-7.4	5.075	-22.4	-25.1	-22.9	-16.2	-4.4	3.3	7.9	7	2.1	-7.9	-16.4	-21.9	167	14	14	90	49	29	5	5	4	5	5	13	32	45	26	14	9	4	36.3416666666667	32.0333333333333	50.5666666666667	36.3666666666667	26.4	34.725	23.7	46.5	54.5	53.3	43.9	40.8	38.9	29.4	29.8	25.9	23.5	25.9	569.2	116.6	0.7305	166.8125	228.3668	0.7488	155.7816	208.0515	0.8142	93.065	114.2972
WAA013	-26.8	-12.3333333333333	8.4	-9.53333333333333	6.7	-27.3	-27.6	-23.2	-13.5	-0.3	7.8	9.9	7.5	1.6	-9.6	-20.6	-25.5	183	26	20	84	53	26.75	10	7	7	7	6	18	30	36	23	18	12	9	39.15	33.9333333333333	53.1	39.3	30.2666666666667	37.9	29.1	46.3	56.2	54.7	48.4	43.5	41.2	33.2	33.7	27.4	29.7	26.4	796.8	264.5	0.6767	182.3169	269.406	0.7145	177.2465	248.0736	0.7086	126.7551	178.8746
WAA014	-26.5666666666667	-11.9333333333333	8.73333333333333	-9.26666666666667	7.025	-27	-27.2	-22.7	-13.1	0	8.2	10.2	7.8	1.9	-9.4	-20.3	-25.5	176	24	18	83	51	26.5	9	6	6	6	6	18	29	36	23	17	11	9	39.2166666666667	33.7333333333333	53.1666666666667	39.6	30.3666666666667	38.175	29.1	46	56.2	54.7	48.6	43.7	41.5	33.6	33.9	27.2	30	26.1	837.7	292.9	0.6406	175.4982	273.95	0.6733	170.3346	252.9754	0.6555	121.6485	185.5804
WAA015	-26.8666666666667	-13	7.73333333333333	-9.6	6.1	-27.4	-27.8	-23.8	-14.1	-1.1	7	9.2	7	1.2	-9.6	-20.4	-25.4	182	26	21	82	53	26	10	7	8	7	6	16	30	36	22	19	12	9	38.9833333333333	34.1333333333333	52.9	38.9333333333333	29.9666666666667	37.525	28.8	46.7	56.1	54.6	48	43.2	40.9	32.7	33.3	27.5	29.1	26.9	718.1	210	0.6773	176.9782	261.2846	0.7131	170.1592	238.628	0.702	116.2528	165.6125
WAA016	-26.4333333333333	-13.1	7.2	-9.33333333333333	5.725	-26.4	-27.5	-23.5	-14.3	-1.5	6.3	8.6	6.7	1.3	-9.6	-19.7	-25.4	135	17	12	67	39	21.25	8	4	4	3	5	14	24	29	18	13	8	5	38.8416666666667	32.1	53.0666666666667	40.3	29.9	38.775	27.9	44.6	55.9	54.5	48.8	44	42.2	34.7	34.2	26.1	29.4	23.8	666.9	169.4	0.5199	134.6776	259.0416	0.5645	134.0641	237.4779	0.5154	82.0116	159.1216
WAA017	-26.5666666666667	-12.0333333333333	8.63333333333333	-9.3	6.925	-27	-27.3	-22.8	-13.2	-0.1	8.1	10.1	7.7	1.8	-9.4	-20.3	-25.4	174	23	18	81	52	26	9	6	6	6	6	17	29	35	23	18	11	8	39.2083333333333	33.6666666666667	53.2	39.6333333333333	30.3333333333333	38.2	28.9	46	56.2	54.8	48.6	43.7	41.6	33.6	33.9	27.2	29.9	26.1	825	284.2	0.6352	173.2282	272.7226	0.6666	167.9717	251.9912	0.6467	118.9637	183.9687
WAA018	-26.5	-12.4666666666667	8.03333333333333	-9.33333333333333	6.425	-26.7	-27.3	-23	-13.7	-0.7	7.3	9.5	7.3	1.6	-9.6	-20	-25.5	151	19	14	75	43	23.75	8	4	5	4	5	16	27	32	20	14	9	7	39.0416666666667	33	53.1666666666667	39.8666666666667	30.1333333333333	38.4	28.5	45.4	56.1	54.7	48.7	43.8	41.8	34	34	26.6	29.8	25.1	757.8	234.7	0.5658	150.9135	266.7146	0.6075	148.5955	244.5854	0.5638	97.5282	172.9915
WAA019	-26.0666666666667	-17.1	3.3	-9.7	2.4	-25.2	-28.7	-26.6	-18.7	-6	1.6	4.5	3.8	-0.3	-10	-18.8	-24.3	147	23	16	63	45	20.25	11	6	5	4	7	13	24	26	18	18	9	6	37.5833333333333	28.4333333333333	52.3	41.4666666666667	28.1333333333333	39.575	24.3	42.2	54.7	53.8	48.4	44.5	43.3	36.6	33.9	24.2	26.3	18.8	281.1	0	0.69	150.6351	218.2969	0.7903	148.3081	187.6582	0	0	0
WAA020	-26.4	-13.3333333333333	7.06666666666667	-9.23333333333333	5.65	-26.3	-27.5	-23.7	-14.5	-1.8	6.1	8.4	6.7	1.4	-9.5	-19.6	-25.4	128	15	11	64	38	20.5	7	3	3	3	5	13	23	28	18	13	7	5	38.7916666666667	31.7666666666667	53.1	40.4666666666667	29.8333333333333	38.925	27.5	44.4	55.9	54.6	48.8	44.1	42.4	34.9	34.3	26	29.2	23.4	653.8	159.3	0.4965	127.715	257.2383	0.5424	127.3694	234.8453	0.487	76.0521	156.1674
WAA021	-26.3666666666667	-14.7666666666667	5.6	-9.43333333333333	4.375	-26	-28	-24.8	-16.1	-3.4	4.3	6.9	5.6	0.7	-9.7	-19.3	-25.1	126	17	11	60	38	19.25	8	4	3	3	5	12	22	26	17	14	7	5	38.325	30.3666666666667	52.8	40.9333333333333	29.2	39.25	26.2	43.4	55.4	54.3	48.7	44.3	42.8	35.7	34.2	25.3	28.1	21.5	498.6	61.4	0.5184	125.6864	242.4486	0.5734	124.9838	217.9799	0.5391	60.7886	112.7595
WAA022	-23.2666666666667	-14.8666666666667	5.83333333333333	-7.56666666666667	4.85	-22.5	-25.3	-23.2	-16.6	-4.8	3	7.7	6.8	1.9	-8.1	-16.5	-22	160	12	13	88	47	28.5	4	4	3	5	5	12	31	45	26	13	8	4	35.725	31	50.2	36.0333333333333	25.6666666666667	34.3	22.5	45.8	54.3	53.1	43.2	40.5	38.6	29	29.1	25.3	22.6	24.7	544.1	103.7	0.714	159.8062	223.8297	0.7363	148.7473	202.0239	0.7819	83.9879	107.4211
WAA023	-23.5	-14.9666666666667	5.7	-7.7	4.725	-22.8	-25.5	-23.4	-16.7	-4.8	2.9	7.6	6.6	1.8	-8.2	-16.7	-22.2	158	11	14	87	46	28	4	4	4	5	5	12	31	44	25	13	8	3	35.9416666666667	31.3333333333333	50.4	36.1333333333333	25.9	34.425	23	46	54.5	53.2	43.5	40.6	38.7	29.1	29.3	25.4	23	25	530.3	95.4	0.7073	157.7896	223.0816	0.7345	147.7995	201.2113	0.7834	83.0475	106.0062
WAA024	-24.6333333333333	-15.3666666666667	4.96666666666667	-8.7	3.925	-24.3	-26.3	-24.2	-16.9	-5	2.9	6.5	5.5	0.8	-9	-17.9	-23.3	150	15	16	78	41	24.5	5	6	5	6	5	11	30	37	20	13	8	4	37.4416666666667	32.9333333333333	51.6666666666667	37.3666666666667	27.8	35.8	25.6	46.7	55.3	54	45.7	41.9	39.6	30.6	31.1	26.7	25.6	26.5	443.2	41.5	0.674	149.8612	222.3465	0.7418	147.1803	198.4005	0.7759	65.9615	85.0153
WAA025	-26.9666666666667	-13.9666666666667	6.76666666666667	-9.86666666666667	5.25	-27.3	-28.1	-24.4	-15.2	-2.3	5.9	8.2	6.2	0.7	-9.9	-20.4	-25.5	165	22	20	76	47	23.75	8	6	7	7	6	14	29	33	19	17	11	8	38.5666666666667	33.5	52.7333333333333	38.6666666666667	29.3666666666667	37.175	27.9	46.3	56	54.6	47.6	43	40.7	32.3	32.7	27	28.4	26.3	609.7	137.2	0.6604	164.0627	248.415	0.7132	161.3269	226.1867	0.726	106.2532	146.3521
WAA026	-26.8	-12.7333333333333	8.03333333333333	-9.56666666666667	6.375	-27.1	-27.7	-23.4	-14	-0.8	7.3	9.5	7.3	1.4	-9.8	-20.3	-25.6	155	19	15	76	45	24.25	8	4	5	5	5	16	27	33	21	15	9	7	38.875	32.9666666666667	53.1	39.6	29.8333333333333	38.1	28.2	45.5	56.2	54.7	48.4	43.7	41.6	33.5	33.6	26.6	29.3	25.2	752.7	234.1	0.585	154.5367	264.1871	0.6236	151.3072	242.6413	0.5859	100.2649	171.1226
WAA027	-26.6666666666667	-12.9	7.76666666666667	-9.43333333333333	6.2	-26.8	-27.6	-23.5	-14.1	-1.1	7	9.2	7.1	1.5	-9.7	-20.1	-25.6	142	17	13	70	42	22.5	7	4	4	4	5	14	25	31	20	14	8	6	38.8416666666667	32.5	53.1333333333333	39.9	29.8333333333333	38.375	27.9	45.1	56.1	54.7	48.6	43.8	41.9	34	33.8	26.3	29.4	24.5	726.6	213	0.5398	141.6706	262.4368	0.5807	139.361	239.98	0.5282	88.6397	167.8017
WAA028	-26.8333333333333	-12.9333333333333	7.93333333333333	-9.56666666666667	6.3	-27.1	-27.7	-23.6	-14.2	-1	7.2	9.4	7.2	1.4	-9.8	-20.3	-25.7	152	17	15	74	46	23.75	7	4	5	5	5	15	27	32	21	16	9	6	38.825	32.8	53.1333333333333	39.6	29.7666666666667	38.1	28	45.4	56.2	54.8	48.4	43.7	41.6	33.5	33.6	26.5	29.2	25	741.2	226	0.5788	151.9609	262.5323	0.6197	149.611	241.4199	0.5905	100.6467	170.4371
WAA029	-25.1333333333333	-15.6666666666667	4.5	-9.2	3.45	-24.9	-26.8	-24.7	-17.1	-5.2	2.7	6	4.8	0.3	-9.5	-18.4	-23.7	146	17	17	73	39	22.75	6	6	6	6	5	11	29	33	18	13	8	5	37.6416666666667	32.9333333333333	51.9333333333333	37.6333333333333	28.0666666666667	36.075	26	46.5	55.5	54.2	46.1	42.1	39.9	30.9	31.4	26.7	26.1	26.3	392.8	17.6	0.6722	147.5878	219.5585	0.7542	146.0644	193.6601	0.7953	52.0288	65.424
WAA030	-26.7	-13.1666666666667	7.5	-9.53333333333333	5.95	-26.8	-27.7	-23.7	-14.4	-1.4	6.7	8.9	6.9	1.3	-9.8	-20.1	-25.6	136	15	13	69	39	22	7	3	4	4	5	14	25	30	19	13	7	5	38.7333333333333	32.2333333333333	53.1	39.9	29.7	38.375	27.6	44.9	56.1	54.7	48.5	43.8	41.9	34	33.8	26.1	29.2	24.2	695.3	191.8	0.525	135.707	258.4673	0.5664	134.3298	237.1552	0.5152	83.905	162.8621
WAA031	-27.0666666666667	-13.8	7.1	-9.83333333333333	5.55	-27.4	-28.2	-24.4	-15	-2	6.3	8.5	6.5	0.9	-9.9	-20.5	-25.6	159	20	17	75	47	23.75	8	5	6	6	5	14	28	33	20	17	10	7	38.525	33.0333333333333	52.8333333333333	38.9	29.3333333333333	37.375	27.6	45.9	56.1	54.7	47.7	43.2	41	32.5	32.8	26.8	28.4	25.6	645.9	161	0.6307	158.4055	251.1607	0.6786	155.2801	228.8148	0.6674	101.8281	152.5678
WAA032	-26.9333333333333	-14.2666666666667	6.56666666666667	-9.83333333333333	5.1	-27.2	-28.2	-24.7	-15.5	-2.6	5.6	8	6.1	0.7	-9.9	-20.3	-25.4	155	19	17	73	46	23	7	5	6	6	5	13	28	32	19	17	10	7	38.3666666666667	33.0333333333333	52.6666666666667	38.7333333333333	29.0333333333333	37.175	27.3	46	56	54.6	47.4	43.1	40.8	32.3	32.5	26.7	27.9	25.8	589.5	123.4	0.6336	154.7617	244.2539	0.6912	153.8008	222.5088	0.7056	100.821	142.8966
WAA033	-24.4666666666667	-15.7333333333333	4.83333333333333	-8.6	3.85	-23.9	-26.4	-24.4	-17.4	-5.4	2.5	6.5	5.5	0.9	-9	-17.7	-23.1	142	11	13	78	40	24.75	4	4	4	5	4	11	29	38	21	12	7	3	36.5416666666667	31.7	51.1	36.7333333333333	26.6333333333333	35.05	23.9	46	55	53.7	44.6	41.2	39.2	29.8	30	25.8	24.1	25.2	434.7	40.6	0.6565	141.8186	216.0126	0.7155	137.6035	192.3309	0.6958	57.0603	82.0088
WAA034	-24.9	-16.0333333333333	4.4	-9.03333333333333	3.4	-24.5	-26.7	-24.8	-17.6	-5.7	2.3	5.9	5	0.4	-9.4	-18.1	-23.5	136	12	13	73	38	23	4	5	4	5	4	10	29	34	19	12	7	3	36.8916666666667	31.9333333333333	51.4666666666667	37.1	27.0666666666667	35.425	24.5	46	55.2	54	45.2	41.6	39.5	30.2	30.4	26	24.8	25.3	387.3	17.4	0.6361	135.8867	213.6405	0.7141	134.246	188.0014	0.6636	44.6404	67.2743
WAA035	-25	-16.0666666666667	4.36666666666667	-9.13333333333333	3.35	-24.6	-26.8	-24.9	-17.6	-5.7	2.3	5.9	4.9	0.3	-9.5	-18.2	-23.6	135	13	13	73	36	22.75	4	5	4	5	4	10	29	34	18	11	7	4	36.9166666666667	32	51.4666666666667	37.0666666666667	27.1333333333333	35.425	24.6	46.1	55.2	54	45.2	41.6	39.4	30.2	30.5	26	24.9	25.3	382.6	16.1	0.6298	134.8861	214.1835	0.713	133.8461	187.7219	0.653	41.2933	63.2377
WAA036	-25.7333333333333	-15.9666666666667	4.33333333333333	-9.66666666666667	3.225	-25.6	-27.4	-25.2	-17.4	-5.3	2.8	5.7	4.5	-0.1	-9.9	-19	-24.2	138	17	17	66	38	20.75	6	6	6	6	5	10	27	29	17	13	8	5	37.675	32.5666666666667	52.1333333333333	37.8666666666667	28.1333333333333	36.275	26	46.1	55.6	54.4	46.4	42.3	40.1	31.2	31.5	26.5	26.4	25.6	370.4	9	0.6323	137.8595	218.0444	0.717	137.6716	192.0071	0.7319	36.6005	50.009
WAA037	-25.2666666666667	-16.4333333333333	3.83333333333333	-9.43333333333333	2.85	-24.9	-27.1	-25.3	-18	-6	2	5.2	4.3	-0.1	-9.8	-18.4	-23.8	132	14	15	67	36	21	5	5	5	6	4	9	27	31	17	12	7	4	37.1583333333333	32.0666666666667	51.7666666666667	37.4	27.4	35.75	25	46	55.4	54.2	45.7	41.9	39.7	30.6	30.8	26.1	25.3	25.2	329.4	0.9	0.6269	131.8372	210.3125	0.7195	131.5738	182.8681	0.7835	12.3932	15.8185
WAA038	-27.1	-14.8333333333333	6.1	-10.1	4.65	-27.3	-28.4	-25.2	-16.1	-3.2	5.1	7.5	5.7	0.3	-10.2	-20.4	-25.6	140	17	14	68	41	21.5	6	5	5	5	4	12	26	30	18	15	8	6	38.0416666666667	32.4333333333333	52.5666666666667	38.5333333333333	28.6333333333333	36.95	26.6	45.6	55.9	54.6	47.2	42.9	40.7	32	32.2	26.3	27.4	25.1	537.1	91.3	0.5911	140.5581	237.8045	0.6481	139.0452	214.5379	0.6339	83.7357	132.105
WAA039	-26.7666666666667	-15.4333333333333	5.3	-10	4	-26.9	-28.2	-25.4	-16.8	-4.1	4.1	6.7	5.1	0.1	-10.1	-20	-25.2	135	16	14	66	39	20.75	6	5	5	5	4	11	26	29	17	14	8	5	37.8166666666667	32.3333333333333	52.3666666666667	38.2333333333333	28.3333333333333	36.625	26.2	45.7	55.8	54.5	46.8	42.7	40.4	31.6	31.8	26.3	26.9	25.1	459.1	45.2	0.5902	134.8221	228.4497	0.6567	134.6004	204.9566	0.653	65.1779	99.8206
WAA040	-26.6666666666667	-15.8	4.9	-10.0666666666667	3.65	-26.7	-28.2	-25.6	-17.2	-4.6	3.6	6.3	4.8	-0.1	-10.2	-19.9	-25.1	131	15	14	64	38	20	5	5	5	5	4	10	26	28	16	14	8	5	37.6333333333333	32.1	52.3	38.0666666666667	28.0666666666667	36.45	25.8	45.6	55.8	54.5	46.6	42.5	40.3	31.4	31.6	26.1	26.5	24.9	419.8	27.2	0.5865	130.8533	223.1217	0.659	130.6949	198.3218	0.5981	46.8734	78.376
WAA041	-25.7333333333333	-16.9	3.4	-9.9	2.4	-25.4	-27.6	-25.9	-18.4	-6.4	1.8	4.7	3.7	-0.6	-10.2	-18.9	-24.2	120	13	13	59	35	18.75	5	4	4	5	4	8	25	26	16	12	7	4	37.125	31.6333333333333	51.9	37.5666666666667	27.4	35.9	24.8	45.5	55.5	54.3	45.9	42.1	39.9	30.7	30.9	25.8	25.5	24.6	284.7	0	0.5825	119.8304	205.7199	0.6738	119.7448	177.717	0	0	0
WAA042	-25.9	-17	3.4	-10	2.375	-25.6	-27.8	-26.1	-18.5	-6.4	1.8	4.7	3.7	-0.7	-10.3	-19	-24.3	116	12	13	58	33	18.5	4	4	4	5	4	8	25	25	16	11	6	4	37.0416666666667	31.5	51.8666666666667	37.5333333333333	27.2666666666667	35.85	24.7	45.4	55.5	54.3	45.8	42	39.9	30.7	30.8	25.6	25.4	24.4	283.6	0	0.5653	115.8944	204.9963	0.6531	115.8349	177.365	0	0	0
WAB001	-29.3	-21.1333333333333	1.16666666666667	-12.5333333333333	-0.025	-30.1	-31.3	-30	-22.4	-11	-1.3	3.1	1.7	-3.6	-11.9	-22.1	-26.5	191	32	34	82	43	25.5	12	10	13	10	11	19	31	32	20	12	11	10	36.9333333333333	28	54.8333333333333	44.3	20.6	38.65	24.7	45.7	58.5	61.7	44.3	48.6	47.7	36.6	21.7	17.4	22.7	13.6	116.5	0	0.5624	106.5758	189.4968	0.6976	103.4823	148.3508	0	0	0
WAB002	-29.3333333333333	-21.2666666666667	1.06666666666667	-12.6333333333333	-0.125	-30.1	-31.4	-30.1	-22.5	-11.2	-1.4	3	1.6	-3.7	-12	-22.2	-26.5	193	32	34	84	43	26	12	10	13	10	11	20	31	33	20	12	11	10	36.9083333333333	28	54.8	44.3	20.5333333333333	38.65	24.7	45.7	58.5	61.6	44.3	48.6	47.8	36.5	21.7	17.3	22.6	13.6	110.3	0	0.5294	99.8382	188.6011	0.6363	93.0071	146.1604	0	0	0
WAB003	-29.3666666666667	-21.3666666666667	0.966666666666667	-12.7666666666667	-0.225	-30.2	-31.4	-30.2	-22.6	-11.3	-1.5	2.9	1.5	-3.8	-12.2	-22.3	-26.5	197	33	36	85	43	26.25	13	10	14	11	11	20	32	33	20	12	11	10	36.8666666666667	27.9333333333333	54.7666666666667	44.3	20.4666666666667	38.65	24.7	45.6	58.4	61.6	44.3	48.6	47.8	36.5	21.7	17.2	22.5	13.5	104.2	0	0.6097	115.3511	189.2003	0.6778	98.4166	145.1977	0	0	0
WAB004	-29.4	-21.4666666666667	0.933333333333333	-12.8	-0.275	-30.2	-31.5	-30.3	-22.7	-11.4	-1.5	2.9	1.4	-3.9	-12.2	-22.3	-26.5	196	33	36	85	42	26	13	10	14	11	11	20	32	33	19	12	11	10	36.8583333333333	27.9	54.7666666666667	44.3333333333333	20.4333333333333	38.675	24.6	45.6	58.4	61.5	44.4	48.7	47.8	36.5	21.7	17.1	22.5	13.5	101.8	0	0.5762	108.344	188.0214	0.6595	95.6586	145.0459	0	0	0
WAB005	-29.2666666666667	-21.1	1.23333333333333	-12.5333333333333	0.025	-30.1	-31.3	-30	-22.3	-11	-1.2	3.2	1.7	-3.6	-11.9	-22.1	-26.4	191	32	34	82	43	25.5	12	10	13	10	11	19	31	32	20	12	11	10	36.9	27.8333333333333	54.8	44.4	20.5666666666667	38.775	24.6	45.5	58.4	61.6	44.4	48.7	47.8	36.7	21.9	17.3	22.5	13.4	120.2	0	0.5489	104.3107	190.0416	0.6286	93.5882	148.8829	0	0	0
WAB006	-29.1666666666667	-20.9	1.43333333333333	-12.4	0.225	-30	-31.2	-29.8	-22.1	-10.8	-1	3.4	1.9	-3.4	-11.8	-22	-26.3	188	30	33	81	44	25.25	11	9	12	10	11	19	30	32	20	13	11	10	36.95	27.8	54.8333333333333	44.5333333333333	20.6333333333333	38.9	24.5	45.5	58.4	61.6	44.5	48.8	47.9	36.9	22	17.4	22.5	13.4	133.1	0	0.4872	93.1339	191.1625	0.6036	91.8397	152.1574	0	0	0
WAB007	-28.6	-19.7	2.73333333333333	-11.4666666666667	1.475	-29.5	-30.4	-28.8	-20.9	-9.4	0.4	4.7	3.1	-2.3	-10.8	-21.3	-25.9	166	22	27	71	46	23	8	7	8	9	10	15	26	30	21	15	10	7	37.1666666666667	27.3	55.0666666666667	45.1666666666667	21.1333333333333	39.6	23.9	44.9	58.5	61.9	44.8	49.3	48.5	37.7	22.9	17.9	22.6	13.1	226.9	0	0.6094	122.2341	200.5831	0.7136	120.2349	168.4865	0	0	0
WAB008	-28.5	-19.2666666666667	3.33333333333333	-11.3666666666667	1.975	-29.5	-30.3	-28.4	-20.4	-9	1.1	5.3	3.6	-2.1	-10.9	-21.1	-25.7	155	17	23	70	45	22.75	6	5	6	8	9	14	26	30	21	15	9	6	37.1333333333333	26.4333333333333	55.2	45.9333333333333	20.9666666666667	40.35	22.9	44.1	58.2	61.6	45.8	50	49.3	38.5	23.6	17.4	21.9	12.3	273.1	1.2	0.5831	120.7743	207.1407	0.6793	119.6499	176.1345	0.6497	11.3013	17.3944
WAB009	-28.5	-19.2	3.53333333333333	-11.2666666666667	2.15	-29.5	-30.3	-28.4	-20.3	-8.9	1.3	5.5	3.8	-2	-10.8	-21	-25.7	154	17	23	69	45	22.5	6	5	6	8	9	14	25	30	21	15	9	6	37.1666666666667	26.3	55.2333333333333	46.1333333333333	21	40.55	22.7	44	58.1	61.6	46	50.2	49.5	38.7	23.8	17.4	21.8	12.2	289.4	3.2	0.5517	114.6693	207.8581	0.6368	113.3466	178.0035	0.472	13.1687	27.8983
WAB010	-28.3666666666667	-18.9666666666667	3.7	-11.0666666666667	2.325	-29.4	-30.1	-28.2	-20.1	-8.6	1.5	5.7	3.9	-1.8	-10.6	-20.8	-25.6	151	17	22	67	45	22.25	6	5	5	8	9	13	25	29	22	15	8	6	37.2	26.3666666666667	55.2333333333333	46.0666666666667	21.1333333333333	40.5	22.7	44.1	58.2	61.7	45.8	50.1	49.4	38.7	23.8	17.6	22	12.3	303.8	6	0.5718	120.1697	210.1583	0.6567	118.6253	180.6296	0.5451	20.9281	38.3912
WAB011	-28.4666666666667	-19.1	3.6	-11.2	2.225	-29.5	-30.2	-28.3	-20.2	-8.8	1.4	5.6	3.8	-1.9	-10.7	-21	-25.7	152	17	23	68	44	22.25	6	5	6	8	9	13	25	30	21	15	8	6	37.1666666666667	26.3333333333333	55.2666666666667	46.0333333333333	21.0333333333333	40.45	22.7	44.1	58.2	61.7	45.9	50.1	49.4	38.6	23.7	17.5	21.9	12.2	295.1	4.5	0.5537	115.7515	209.0587	0.6492	115.7513	178.2918	0.5985	19.2553	32.1723
WAB012	-28.7666666666667	-19.4333333333333	3.33333333333333	-11.6	1.925	-29.8	-30.6	-28.6	-20.6	-9.1	1.1	5.3	3.6	-2.3	-11.2	-21.3	-25.9	155	19	23	70	43	22.75	7	5	6	8	9	14	26	30	21	14	8	7	37.075	26.1333333333333	55.2333333333333	46.1	20.8333333333333	40.5	22.5	43.9	58.1	61.5	46.1	50.2	49.5	38.6	23.7	17.1	21.7	12	271.9	1.2	0.5944	123.3794	207.578	0.6996	122.9549	175.7543	0.8408	14.6388	17.4097
WAB013	-28.7666666666667	-19.5666666666667	2.96666666666667	-11.5	1.675	-29.6	-30.5	-28.8	-20.7	-9.2	0.8	4.9	3.2	-2.2	-10.9	-21.4	-26.2	148	18	23	63	44	20.75	6	6	6	7	10	13	22	28	20	16	8	6	37.0333333333333	27.2333333333333	55.0666666666667	44.6	21.2333333333333	39.075	23.8	44.9	58.9	62.3	44	48.7	47.9	37.2	22.5	18.3	22.9	13	243.4	0	0.5934	119.3962	201.201	0.7027	119.3583	169.856	0	0	0
WAB014	-28.7666666666667	-19.5	2.96666666666667	-11.5	1.675	-29.6	-30.5	-28.7	-20.7	-9.1	0.8	4.9	3.2	-2.2	-10.9	-21.4	-26.2	145	17	23	61	44	20.25	6	5	6	7	10	12	21	28	20	16	8	6	37.0166666666667	27.1333333333333	55.0666666666667	44.6333333333333	21.2333333333333	39.1	23.7	44.8	58.9	62.3	44	48.8	47.9	37.2	22.5	18.3	22.9	12.9	243.4	0	0.584	117.5012	201.1953	0.6904	117.2736	169.8656	0	0	0
WAB015	-28.9666666666667	-19.6333333333333	3.16666666666667	-11.8333333333333	1.75	-30	-30.8	-28.8	-20.8	-9.3	1	5.1	3.4	-2.5	-11.4	-21.6	-26.1	154	20	24	68	42	22	7	6	7	8	9	14	25	29	20	14	8	7	36.9916666666667	26.0666666666667	55.2666666666667	45.9333333333333	20.7	40.325	22.4	43.9	58.2	61.6	46	50.1	49.3	38.4	23.5	17	21.6	11.9	257.2	0.1	0.5788	118.1903	204.2052	0.685	118.1877	172.5436	0.4159	1.8242	4.3863
WAB016	-29.1	-19.7333333333333	3.13333333333333	-12.0333333333333	1.675	-30.1	-30.9	-28.9	-20.9	-9.4	1	5.1	3.3	-2.7	-11.7	-21.7	-26.3	148	17	23	66	42	21.5	6	5	6	8	9	13	24	29	20	14	8	6	36.9416666666667	25.9333333333333	55.3	45.9	20.6333333333333	40.275	22.3	43.8	58.3	61.7	45.9	50.1	49.4	38.2	23.4	17	21.5	11.7	253.5	0.1	0.5527	112.5151	203.5773	0.656	112.5151	171.5167	0.1839	0.8063	4.3837
WAB017	-29.6	-19.5666666666667	3.76666666666667	-12.2666666666667	2.15	-30.8	-31.4	-29	-20.7	-9	1.7	5.8	3.8	-2.7	-12.1	-22	-26.6	133	14	19	58	42	19.5	5	4	4	7	8	11	21	26	20	15	7	5	36.9583333333333	25	55.6333333333333	46.6333333333333	20.5666666666667	40.975	21.1	43	58.3	61.9	46.7	50.9	50.2	38.8	24	16.6	21.1	10.9	302.5	7.4	0.4752	98.9847	208.2796	0.5586	98.9847	177.1886	0.352	14.3504	40.7646
WAB018	-29.8666666666667	-19.9	3.5	-12.5666666666667	1.875	-31	-31.7	-29.3	-21.1	-9.3	1.5	5.5	3.5	-3	-12.4	-22.3	-26.9	133	14	20	59	40	19.5	5	4	5	7	8	11	22	26	19	14	7	5	36.825	24.9	55.5333333333333	46.5	20.3666666666667	40.825	21	43	58.2	61.7	46.7	50.8	50.1	38.6	23.8	16.4	20.9	10.7	279.4	2.9	0.5171	106.4188	205.7911	0.6088	106.4188	174.7898	0.6679	15.9266	23.8447
