Obsname	tdjf	tmam	tjja	tson	tjjas	tjan	tfeb	tmar	tapr	tmay	tjun	tjul	taug	tsep	toct	tnov	tdec	ptotal	pdjf	pmam	pjja	pson	pjjas	pjan	pfeb	pmar	papr	pmay	pjun	pjul	paug	psep	poct	pnov	pdec	sann	sdjf	smam	sjja	sson	sjjas	sjan	sfeb	smar	sapr	smay	sjun	sjul	saug	ssep	soct	snov	sdec	gdd0	gdd5	mipt	aaetpt	apetpt	miptev	aaetptev	apetptev	miptdc	aaetptdc	apetptdc
GA015	-4.76666666666667	-0.7	6.93333333333333	1.33333333333333	6.45	-5.2	-4.8	-4.2	-0.8	2.9	5.6	7.7	7.5	5	1	-2	-4.3	1619	440	375	358	446	130	153	137	122	138	115	120	106	132	162	133	151	150	29.225	15.0666666666667	34.7	37.6333333333333	29.5	37.1	12	21.1	31.8	36.7	35.6	37.8	36.7	38.4	35.5	31	22	12.1	890	171.3	0.3641	128.2842	352.3726	0.3412	115.8261	339.4954	0.3386	66.0895	195.1845
GA016	-2.76666666666667	0.3	7.2	2.8	6.9	-3.2	-2.9	-2.6	0.3	3.2	5.7	7.9	8	6	2.5	-0.1	-2.2	2095	595	501	425	574	158.75	211	191	160	189	152	151	117	157	210	171	193	193	30.5333333333333	14.5333333333333	35.1	41.7	30.8	40.575	11.3	19.7	30.7	37	37.6	41.7	41	42.4	37.2	32.3	22.9	12.6	1023.3	214.6	0.4269	157.9914	370.0851	0.4269	157.9914	370.0851	0.4221	92.1438	218.3241
GA017	-2.76666666666667	0.3	7.2	2.8	6.9	-3.2	-2.9	-2.6	0.3	3.2	5.7	7.9	8	6	2.5	-0.1	-2.2	2095	595	501	425	574	158.75	211	191	160	189	152	151	117	157	210	171	193	193	30.5333333333333	14.5333333333333	35.1	41.7	30.8	40.575	11.3	19.7	30.7	37	37.6	41.7	41	42.4	37.2	32.3	22.9	12.6	1023.3	214.6	0.4537	167.8944	370.058	0.4537	167.8944	370.058	0.463	101.0751	218.3151
GA018	-4.56666666666667	-0.433333333333333	7.23333333333333	1.63333333333333	6.75	-5	-4.6	-4	-0.5	3.2	5.9	8	7.8	5.3	1.3	-1.7	-4.1	1579	428	366	349	436	127	148	134	119	135	112	117	104	128	159	130	147	146	29.35	15	34.9	37.8666666666667	29.6333333333333	37.35	11.9	21.2	32	36.9	35.8	38	36.9	38.7	35.8	31	22.1	11.9	947	201.7	0.3707	131.9841	356.0182	0.3485	119.7905	343.7017	0.3388	70.9002	209.2675
GA019	-4.56666666666667	-0.433333333333333	7.23333333333333	1.63333333333333	6.75	-5	-4.6	-4	-0.5	3.2	5.9	8	7.8	5.3	1.3	-1.7	-4.1	1579	428	366	349	436	127	148	134	119	135	112	117	104	128	159	130	147	146	29.35	15	34.9	37.8666666666667	29.6333333333333	37.35	11.9	21.2	32	36.9	35.8	38	36.9	38.7	35.8	31	22.1	11.9	947	201.7	0.3707	131.9841	356.0182	0.3485	119.7905	343.7017	0.3388	70.9002	209.2675
GA020	-4.63333333333333	-0.566666666666666	7.1	1.53333333333333	6.625	-5.1	-4.6	-4.1	-0.6	3	5.7	7.9	7.7	5.2	1.2	-1.8	-4.2	1630	446	380	356	448	130	155	140	123	141	116	120	105	131	164	134	150	151	29.4166666666667	14.9	34.9	38.1666666666667	29.7	37.6	11.8	21	31.9	36.8	36	38.3	37.2	39	35.9	31	22.2	11.9	921.8	189	0.3742	132.7074	354.688	0.3521	120.6023	342.4755	0.3477	69.969	201.2416
GA021	-4.43333333333333	-0.133333333333333	7.56666666666667	1.83333333333333	7.075	-4.9	-4.4	-3.8	-0.2	3.6	6.2	8.3	8.2	5.6	1.5	-1.6	-4	1528	413	355	339	421	123.5	143	129	115	131	109	114	101	124	155	126	140	141	29.425	14.9	35.0666666666667	38	29.7333333333333	37.525	11.7	21.3	32.3	37	35.9	38.1	37	38.9	36.1	31	22.1	11.7	1008.3	237.2	0.3641	130.8546	359.413	0.3507	123.4341	351.9926	0.3384	74.4341	219.9575
GA022	-4.43333333333333	-0.133333333333333	7.56666666666667	1.83333333333333	7.075	-4.9	-4.4	-3.8	-0.2	3.6	6.2	8.3	8.2	5.6	1.5	-1.6	-4	1528	413	355	339	421	123.5	143	129	115	131	109	114	101	124	155	126	140	141	29.425	14.9	35.0666666666667	38	29.7333333333333	37.525	11.7	21.3	32.3	37	35.9	38.1	37	38.9	36.1	31	22.1	11.7	1008.3	237.2	0.3641	130.8546	359.413	0.3507	123.4341	351.9926	0.3384	74.4341	219.9575
GA023	-4.96666666666667	-0.166666666666667	7.4	1.66666666666667	6.925	-5.5	-4.9	-4.2	-0.3	4	6.1	8	8.1	5.5	1.4	-1.9	-4.5	852	182	171	257	242	87	57	51	59	56	56	73	93	91	91	72	79	74	27.5666666666667	14.4333333333333	34.7333333333333	33.2333333333333	27.8666666666667	33.1	11.2	21	32.2	37	35	33.8	31.7	34.2	32.7	30.1	20.8	11.1	997.2	221.7	0.4826	166.0366	344.0796	0.4646	154.297	332.1384	0.4329	91.4607	211.2783
GA024	-4.96666666666667	-0.166666666666667	7.4	1.66666666666667	6.925	-5.5	-4.9	-4.2	-0.3	4	6.1	8	8.1	5.5	1.4	-1.9	-4.5	852	182	171	257	242	87	57	51	59	56	56	73	93	91	91	72	79	74	27.5666666666667	14.4333333333333	34.7333333333333	33.2333333333333	27.8666666666667	33.1	11.2	21	32.2	37	35	33.8	31.7	34.2	32.7	30.1	20.8	11.1	997.2	221.7	0.4826	166.0366	344.0796	0.4646	154.297	332.1384	0.4329	91.4607	211.2783
GA025	-5.5	-0.666666666666667	6.96666666666667	1.13333333333333	6.475	-6	-5.4	-4.7	-0.8	3.5	5.7	7.6	7.6	5	0.9	-2.5	-5.1	879	189	178	263	249	89	60	53	61	59	58	75	95	93	93	74	82	76	27.4416666666667	14.4333333333333	34.5666666666667	33.0666666666667	27.7	32.925	11.2	21	32.1	36.8	34.8	33.6	31.6	34	32.5	29.9	20.7	11.1	907.9	174.1	0.4429	149.6001	337.7863	0.4207	136.2766	323.9446	0.3728	71.4369	191.6002
GA026	-4.96666666666667	-0.166666666666667	7.4	1.66666666666667	6.925	-5.5	-4.9	-4.2	-0.3	4	6.1	8	8.1	5.5	1.4	-1.9	-4.5	852	182	171	257	242	87	57	51	59	56	56	73	93	91	91	72	79	74	27.5666666666667	14.4333333333333	34.7333333333333	33.2333333333333	27.8666666666667	33.1	11.2	21	32.2	37	35	33.8	31.7	34.2	32.7	30.1	20.8	11.1	997.2	221.7	0.4826	166.0366	344.0796	0.4646	154.297	332.1384	0.4329	91.4607	211.2783
GA027	-6.63333333333333	-1.23333333333333	7.26666666666667	0.266666666666667	6.575	-7.1	-6.5	-5.6	-1.4	3.3	6.1	8.1	7.6	4.5	-0.1	-3.6	-6.3	1036	257	225	266	288	93	84	76	76	79	70	81	88	97	106	86	96	97	27.9583333333333	14.8666666666667	34.8	34	28.1666666666667	34.075	11.8	22.2	33.3	36.8	34.3	34.2	32.7	35.1	34.3	29.3	20.9	10.6	890.1	192.7	0.355	120.0686	338.2252	0.3283	105.4333	321.1043	0.2654	51.7965	195.1918
GA028	-5.9	-0.566666666666667	7.9	1.03333333333333	7.225	-6.4	-5.7	-4.9	-0.7	3.9	6.7	8.7	8.3	5.2	0.7	-2.8	-5.6	1008	248	220	260	280	91	81	73	74	77	69	80	86	94	104	84	92	94	28.2416666666667	14.8666666666667	35.0666666666667	34.5333333333333	28.5	34.6	11.7	22.2	33.5	37	34.7	34.7	33.2	35.7	34.8	29.6	21.1	10.7	1008.5	260.3	0.403	140.1831	347.8063	0.3819	127.3261	333.4449	0.3426	75.8494	221.3669
GA029	-5.13333333333333	-0.2	7.5	1.5	6.975	-5.6	-5.1	-4.3	-0.3	4	6.3	8.2	8	5.4	1.2	-2.1	-4.7	854	189	172	247	246	84.5	58	56	60	56	56	69	89	89	91	73	82	75	27.5	14.1666666666667	34.7	33.3666666666667	27.7666666666667	33.15	11	20.5	32	36.9	35.2	34	31.7	34.4	32.5	30.2	20.6	11	997.9	228.5	0.4812	165.3758	343.6477	0.4626	153.3527	331.4802	0.4242	90.332	212.9621
GA030	-5.8	-0.9	7.03333333333333	0.733333333333333	6.425	-6.2	-5.8	-5	-1	3.3	5.9	7.8	7.4	4.6	0.4	-2.8	-5.4	939	224	197	247	271	86.25	68	72	70	64	63	69	87	91	98	80	93	84	27.2416666666667	13.9666666666667	34.3666666666667	33.2666666666667	27.3666666666667	32.9	11	19.9	31.5	36.6	35	34.2	31.4	34.2	31.8	30.1	20.2	11	883.5	173.5	0.4119	137.9847	334.9781	0.3882	124.4579	320.6304	0.31	58.784	189.6239
GA031	-4.06666666666667	0.5	8.13333333333333	2.3	7.6	-4.4	-4.1	-3.4	0.5	4.4	7	9	8.4	6	1.9	-1	-3.7	948	233	199	236	280	84	69	79	71	64	64	64	82	90	100	82	98	85	27.3083333333333	13.6333333333333	34.2666666666667	33.6333333333333	27.7	33.2	10.7	18.9	30.9	36.7	35.2	35.1	31.3	34.5	31.9	30.8	20.4	11.3	1122.8	300.6	0.417	146.1918	350.6093	0.4142	144.1214	347.952	0.3932	92.8503	236.1669
GA032	-4.06666666666667	0.5	8.13333333333333	2.3	7.6	-4.4	-4.1	-3.4	0.5	4.4	7	9	8.4	6	1.9	-1	-3.7	948	233	199	236	280	84	69	79	71	64	64	64	82	90	100	82	98	85	27.3083333333333	13.6333333333333	34.2666666666667	33.6333333333333	27.7	33.2	10.7	18.9	30.9	36.7	35.2	35.1	31.3	34.5	31.9	30.8	20.4	11.3	1122.8	300.6	0.417	146.1918	350.6093	0.4142	144.1214	347.952	0.3932	92.8503	236.1669
GA033	-6.83333333333333	-0.766666666666667	8.23333333333333	0.433333333333333	7.425	-7.3	-6.6	-5.6	-0.9	4.2	7.2	9.1	8.4	5	0	-3.7	-6.6	768	173	156	220	219	75.25	53	48	53	53	50	63	76	81	81	65	73	72	27.625	14.7666666666667	35.0333333333333	32.7666666666667	27.9333333333333	33.175	11.5	22.8	34.2	37.1	33.8	33.1	31.2	34	34.4	28.9	20.5	10	1027	289.1	0.5318	181.8351	341.9521	0.5252	171.1991	325.9938	0.5119	114.158	223.005
GA034	-6.83333333333333	-0.766666666666667	8.23333333333333	0.433333333333333	7.425	-7.3	-6.6	-5.6	-0.9	4.2	7.2	9.1	8.4	5	0	-3.7	-6.6	768	173	156	220	219	75.25	53	48	53	53	50	63	76	81	81	65	73	72	27.625	14.7666666666667	35.0333333333333	32.7666666666667	27.9333333333333	33.175	11.5	22.8	34.2	37.1	33.8	33.1	31.2	34	34.4	28.9	20.5	10	1027	289.1	0.5318	181.8351	341.9521	0.5252	171.1991	325.9938	0.5119	114.158	223.005
GA035	-6.93333333333333	-0.933333333333334	8.13333333333333	0.266666666666667	7.3	-7.4	-6.7	-5.8	-1.1	4.1	7.1	9	8.3	4.8	-0.1	-3.9	-6.7	771	174	157	221	219	75.5	53	48	54	53	50	63	77	81	81	65	73	73	27.575	14.7666666666667	35	32.6666666666667	27.8666666666667	33.075	11.5	22.8	34.2	37.1	33.7	33	31.1	33.9	34.3	28.8	20.5	10	1005.2	276.4	0.5184	176.3144	340.1221	0.5061	163.7715	323.5796	0.4821	105.5725	219.0046
GA036	-6.03333333333333	-0.0333333333333332	8.83333333333333	1.2	8.05	-6.5	-5.8	-4.8	-0.2	4.9	7.8	9.7	9	5.7	0.8	-2.9	-5.8	735	163	149	214	209	73	49	45	51	50	48	61	74	79	78	62	69	69	27.85	14.7333333333333	35.3	33.1666666666667	28.2	33.55	11.4	22.7	34.3	37.4	34.2	33.5	31.6	34.4	34.7	29.2	20.7	10.1	1148.4	363.7	0.5927	208.0976	351.1074	0.5789	195.5422	337.8028	0.5762	142.3139	246.9849
GA037	-5.83333333333333	-1.36666666666667	6.3	0.7	5.8	-6.2	-6	-5.3	-1.4	2.6	5.1	7.2	6.6	4.3	0.4	-2.6	-5.3	960	242	202	246	270	85	72	79	73	65	64	67	86	93	94	79	97	91	25.1083333333333	12.8333333333333	32.2	29.1333333333333	26.2666666666667	29.375	10	17.9	29.4	35.3	31.9	31.5	26.4	29.5	30.1	29.3	19.4	10.6	783.4	111.3	0.3013	94.422	313.3978	0.3157	94.422	299.0768	0.217	33.1269	152.6642
GA038	-6.1	-1.63333333333333	6.06666666666667	0.466666666666667	5.55	-6.5	-6.2	-5.5	-1.8	2.4	4.9	6.9	6.4	4	0.3	-2.9	-5.6	924	231	193	244	256	83.25	69	74	69	62	62	66	86	92	89	75	92	88	24.5083333333333	12.4	31.8	27.8666666666667	25.9666666666667	28.375	9.5	17.7	29.2	35.1	31.1	30.4	25	28.2	29.9	28.9	19.1	10	742.9	91.4	0.3444	105.2768	305.7239	0.3199	92.7868	290.0797	0.1578	21.9923	139.352
GA039	-5.4	-1.36666666666667	6.06666666666667	1.3	5.7	-5.9	-5.6	-5.1	-1.5	2.5	4.8	6.8	6.6	4.6	1.2	-1.9	-4.7	848	203	172	244	229	80.75	60	61	61	55	56	65	87	92	79	67	83	82	23.3583333333333	11.7666666666667	30.6333333333333	25.4666666666667	25.5666666666667	26.45	8.7	17	28.2	34.5	29.2	28.6	22.4	25.4	29.4	28.4	18.9	9.6	786.1	97	0.4283	128.2468	299.467	0.4024	115.0444	285.8997	0.2893	40.0845	138.548
GA040	-7.86666666666667	-3.96666666666667	5.9	-0.6	5.325	-8.2	-8.5	-8.5	-4.1	0.7	4.2	6.9	6.6	3.6	-1.1	-4.3	-6.9	742	138	147	233	224	79.75	39	45	49	45	53	59	83	91	86	67	71	54	24.1	9.83333333333333	30.4333333333333	31.9	24.2333333333333	31	6.7	15.4	26	33.5	31.8	32.9	31	31.8	28.3	27.1	17.3	7.4	652.2	87.8	0.4078	116.4172	285.5026	0.3817	100.4002	263.0079	0.2303	28.4726	123.615
GA041	-11.0333333333333	-5.26666666666667	5.5	-2.63333333333333	4.7	-11.4	-11.7	-10.7	-5.6	0.5	4.2	6.6	5.7	2.3	-3.2	-7	-10	693	145	139	210	199	70.75	42	46	48	43	48	54	75	81	73	60	66	57	24.2166666666667	10.2666666666667	31.7666666666667	30.5333333333333	24.3	30.15	6.2	18	28.8	34.7	31.8	31.7	29.4	30.5	29	27.3	16.6	6.6	564.1	54.4	0.3256	87.8003	269.6603	0.3318	81.9789	247.0625	0.0284	3.0027	105.9095
GA042	-11.0333333333333	-5.26666666666667	5.5	-2.63333333333333	4.7	-11.4	-11.7	-10.7	-5.6	0.5	4.2	6.6	5.7	2.3	-3.2	-7	-10	693	145	139	210	199	70.75	42	46	48	43	48	54	75	81	73	60	66	57	24.2166666666667	10.2666666666667	31.7666666666667	30.5333333333333	24.3	30.15	6.2	18	28.8	34.7	31.8	31.7	29.4	30.5	29	27.3	16.6	6.6	564.1	54.4	0.3256	87.8003	269.6603	0.3318	81.9789	247.0625	0.0284	3.0027	105.9095
GA043	-10.8	-5.03333333333333	5.7	-2.4	4.9	-11.1	-11.5	-10.5	-5.3	0.7	4.4	6.8	5.9	2.5	-2.9	-6.8	-9.8	689	142	139	210	198	70.75	41	45	48	43	48	54	75	81	73	59	66	56	24.275	10.2333333333333	31.8333333333333	30.6666666666667	24.3666666666667	30.275	6.2	17.9	28.8	34.8	31.9	31.8	29.6	30.6	29.1	27.3	16.7	6.6	592.2	66.4	0.376	102.5851	272.857	0.343	86.2623	251.4604	0.0446	5.105	114.3696
GA044	-11.7	-5.83333333333333	5.03333333333333	-3.3	4.2	-12	-12.4	-11.3	-6.2	0	3.8	6.1	5.2	1.7	-3.8	-7.8	-10.7	714	151	146	214	203	72	44	48	51	45	50	56	76	82	74	61	68	59	24	10.2	31.5333333333333	30.2333333333333	24.0333333333333	29.825	6.2	17.9	28.6	34.4	31.6	31.4	29.2	30.1	28.6	27	16.5	6.5	497.3	28.5	0.3213	84.3567	262.5367	0.298	70.9624	238.1016	0.0287	2.4344	84.9148
GA045	-8.3	-4.16666666666667	5.96666666666667	-0.866666666666667	5.35	-8.6	-9	-8.9	-4.3	0.7	4.3	7	6.6	3.5	-1.4	-4.7	-7.3	725	134	144	228	219	78	38	44	48	44	52	58	81	89	84	66	69	52	24.2166666666667	9.83333333333333	30.7	32.0666666666667	24.2666666666667	31.175	6.6	15.7	26.3	33.7	32.1	33	31.2	32	28.5	27.1	17.2	7.2	652.7	91.2	0.3803	108.4791	285.2306	0.3827	100.3673	262.2781	0.2243	28.0318	124.9815
GA046	-10.7	-4.7	6.13333333333333	-2.13333333333333	5.325	-11	-11.4	-10.3	-5	1.2	4.9	7.2	6.3	2.9	-2.7	-6.6	-9.7	657	137	131	201	188	67.75	40	43	45	41	45	52	72	77	70	56	62	54	24.5583333333333	10.3333333333333	32.3333333333333	30.9666666666667	24.6	30.625	6.1	18.4	29.4	35.2	32.4	32.1	29.8	31	29.6	27.5	16.7	6.5	653.2	94.3	0.3934	109.4814	278.3304	0.3869	99.573	257.3282	0.2234	29.9302	133.9756
GA047	-8.96666666666667	-3.3	7.36666666666667	-0.466666666666667	6.625	-9.4	-9.7	-8.7	-3.5	2.3	6	8.4	7.7	4.4	-1	-4.8	-7.8	616	120	119	196	181	66.25	34	38	40	37	42	49	70	77	69	54	58	48	24.9916666666667	10.2333333333333	32.6	32.0333333333333	25.1	31.6	5.9	18.1	29.3	35.5	33	33.1	31	32	30.3	27.9	17.1	6.7	848.5	200	0.5322	159.6378	299.9548	0.5203	145.4967	279.6263	0.4866	86.019	176.7631
GA048	-7.66666666666667	-3.8	6.13333333333333	-0.4	5.6	-8	-8.4	-8.4	-3.9	0.9	4.4	7.1	6.9	4	-1	-4.2	-6.6	712	126	138	231	217	79	35	41	45	43	50	57	83	91	85	65	67	50	24.5166666666667	9.86666666666667	31.1	32.7333333333333	24.3666666666667	31.725	6.7	15.6	26.3	34.2	32.8	33.5	31.8	32.9	28.7	27.1	17.3	7.3	690.5	106	0.3958	114.4661	289.228	0.4058	108.5751	267.5704	0.2994	40.4624	135.1253
GA049	-13.1666666666667	-6.43333333333333	5.26666666666667	-4.13333333333333	4.275	-13.5	-13.9	-12.5	-6.8	0	4.1	6.4	5.3	1.3	-4.7	-9	-12.1	648	137	132	194	185	65.5	40	44	46	40	46	51	69	74	68	56	61	53	24.4833333333333	10.1666666666667	32.4	31.2	24.1666666666667	30.7	5.7	18.9	29.7	35	32.5	32	30.4	31.2	29.2	27.2	16.1	5.9	509	39.9	0.3086	80.4768	260.7438	0.3205	76.2383	237.8642	0.0281	2.7025	96.0208
GA050	-8.53333333333333	-4.13333333333333	6.4	-0.8	5.825	-8.9	-9.3	-9.2	-4.3	1.1	4.7	7.4	7.1	4.1	-1.5	-5	-7.4	648	110	120	219	199	75	31	35	38	38	44	53	79	87	81	59	59	44	25.0416666666667	9.76666666666667	32.3	33.6333333333333	24.4666666666667	32.55	6.2	16.4	27.5	35.3	34.1	34	32.9	34	29.3	27.2	16.9	6.7	717.3	124.9	0.4535	131.7922	290.5911	0.4466	119.776	268.1837	0.3716	54.0683	145.4962
GA051	-13.0333333333333	-7.96666666666667	6.63333333333333	-3.23333333333333	5.55	-13.4	-14.4	-15.5	-8.4	0	5.1	8	6.8	2.3	-3.9	-8.1	-11.3	241	41	41	76	83	27.75	12	12	12	13	16	22	28	26	35	26	22	17	27.0916666666667	8.16666666666667	35.5	39.8333333333333	24.8666666666667	37.625	4.5	15.7	29.7	37.1	39.7	39.7	39.6	40.2	31	27.1	16.5	4.3	658.7	133.3	0.5918	155.4504	262.6538	0.5845	143.3465	245.2614	0.4973	72.9834	146.7694
GA052	-17.1666666666667	-12	0.633333333333333	-8.73333333333333	-0.375	-17.3	-17.9	-17.7	-12.9	-5.4	-0.5	1.4	1	-3.4	-9	-13.8	-16.3	334	89	55	77	113	29	35	26	22	20	13	22	18	37	39	40	34	28	24.1833333333333	5.9	33.0666666666667	35.7666666666667	22	34.45	2.7	12.5	26.4	35.9	36.9	34.5	37.5	35.3	30.5	22.6	12.9	2.5	56.6	0	0.5829	110.4313	189.445	0.6651	103.5492	155.6785	0	0	0
GA053	-15.1666666666667	-9.9	3.46666666666667	-6	2.55	-15.3	-16.1	-15.7	-10.8	-3.2	2	4.2	4.2	-0.2	-6.2	-11.6	-14.1	441	123	79	91	148	35.25	44	35	34	26	19	24	26	41	50	52	46	44	25.5416666666667	6.03333333333333	35.2333333333333	37.3666666666667	23.5333333333333	36.275	2	14	28.2	38.9	38.6	37.1	38.1	36.9	33	24.1	13.5	2.1	298	0	0.5923	129.4432	218.5473	0.5695	111.9552	196.6006	0	0	0
GA054	-17	-11.7666666666667	1.3	-8.36666666666667	0.25	-17.1	-17.8	-17.6	-12.7	-5	0.1	2.1	1.7	-2.9	-8.7	-13.5	-16.1	273	71	40	64	98	24.75	28	21	16	15	9	18	14	32	35	35	28	22	24.6833333333333	5.63333333333333	33.9	36.6666666666667	22.5333333333333	35.35	2.3	12.4	27.1	36.9	37.7	35.5	38.4	36.1	31.4	23.2	13	2.2	102.5	0	0.6478	125.7247	194.0798	0.7033	116.0837	165.0481	0	0	0
GA055	-15.7	-10.4	3.4	-6.4	2.425	-15.9	-16.6	-16.3	-11.3	-3.6	1.9	4.2	4.1	-0.5	-6.7	-12	-14.6	394	110	69	82	133	31.75	40	31	30	23	16	21	23	38	45	47	41	39	25.9083333333333	5.96666666666667	35.8666666666667	37.8666666666667	23.9333333333333	36.775	1.9	14	28.8	39.6	39.2	37.5	38.8	37.3	33.5	24.7	13.6	2	287.9	0	0.5903	127.3008	215.6599	0.5668	109.3292	192.8752	0	0	0
GA056	-22.1666666666667	-15.2	2.33333333333333	-11.6666666666667	0.8	-22	-23.4	-22.6	-16.6	-6.4	0.6	3.6	2.8	-3.8	-12.5	-18.7	-21.1	219	69	48	49	53	16.5	29	17	25	15	8	11	16	22	17	19	17	23	28.2333333333333	4.63333333333333	42.1	40.2666666666667	25.9333333333333	39.1	2.2	9.8	34.4	46.7	45.2	40.9	42.6	37.3	35.6	31.1	11.1	1.9	182.9	0	0.5915	112.3829	189.9835	0.6117	99.0729	161.9726	0	0	0
GA057	-21.1666666666667	-15.3333333333333	3.3	-8.13333333333333	2	-21.5	-23.4	-23.6	-16.4	-6	1	4.8	4.1	-1.9	-8.4	-14.1	-18.6	163	22	19	48	74	19	6	5	3	7	9	10	18	20	28	24	22	11	25.7416666666667	6.5	39.5	34.9333333333333	22.0333333333333	33.625	3.1	14.4	36.4	43.3	38.8	35.1	36.3	33.4	29.7	24.5	11.9	2	272.1	0	0.5189	96.1485	185.3026	0.5858	96.1432	164.1182	0	0	0
GA058	-21.1666666666667	-15.3333333333333	3.3	-8.13333333333333	2	-21.5	-23.4	-23.6	-16.4	-6	1	4.8	4.1	-1.9	-8.4	-14.1	-18.6	163	22	19	48	74	19	6	5	3	7	9	10	18	20	28	24	22	11	25.7416666666667	6.5	39.5	34.9333333333333	22.0333333333333	33.625	3.1	14.4	36.4	43.3	38.8	35.1	36.3	33.4	29.7	24.5	11.9	2	272.1	0	0.5189	96.1485	185.3026	0.5858	96.1432	164.1182	0	0	0
GA061	-28.5	-19.3	4.43333333333333	-16.4666666666667	1.775	-28.6	-29.2	-28	-22.5	-7.4	2.3	6.1	4.9	-6.2	-19	-24.2	-27.7	1	0	0	0	1	0.25	0	0	0	0	0	0	0	0	1	0	0	0	26.15	0.366666666666667	42.4666666666667	40.6666666666667	21.1	39.225	0	1.1	35.5	47	44.9	42.8	43.5	35.7	34.9	26.5	1.9	0	341.4	20.6	0.0054	1.0164	189.2981	0.006	1.0164	170.1141	0	0	68.175
WAA001	-27.3666666666667	-13.3333333333333	6	-10.9666666666667	4.45	-27.7	-27.8	-23.5	-14.3	-2.2	5.2	7.4	5.4	-0.2	-11.2	-21.5	-26.6	145	28	19	81	17	22.5	12	8	9	5	5	21	30	30	9	1	7	8	38.575	33.9333333333333	51.9	38.3	30.1666666666667	37.075	30.8	45.7	55.1	52.9	47.7	41.8	39.9	33.2	33.4	26.5	30.6	25.3	526.6	84.2	0.5566	144.822	260.1962	0.6434	144.8191	225.0789	0.6701	88.8788	132.6307
WAA002	-20.7666666666667	-13.3666666666667	5.96666666666667	-5.26666666666667	5.175	-19.8	-23.2	-21.1	-15.2	-3.8	3.2	7.7	7	2.8	-5.5	-13.1	-19.3	239	31	24	104	80	35.25	10	9	6	8	10	17	32	55	37	24	19	12	32.3416666666667	27.0333333333333	46.7666666666667	33.7	21.8666666666667	31.7	18.4	42.9	51.6	50.4	38.3	37.7	36.8	26.6	25.7	21.8	18.1	19.8	580.4	112.3	0.9727	221.4999	227.7083	0.9705	203.917	210.1228	0.9751	109.8749	112.6816
WAA003	-23.7666666666667	-15.6333333333333	4.53333333333333	-9.03333333333333	3.525	-23	-25.7	-23.7	-17.3	-5.9	1.5	6.5	5.6	0.5	-9.6	-18	-22.6	230	35	31	119	45	36	13	12	13	10	8	22	42	55	25	8	12	10	37.0583333333333	35.8333333333333	50.2	34.6666666666667	27.5333333333333	33.35	28.1	49.4	54.6	52.4	43.6	39.2	36.8	28	29.4	27.5	25.7	30	408	40.6	0.747	165.6489	221.7667	0.7948	149.2736	187.8148	0.8865	68.8869	77.7024
WAA004	-21.6	-13.9	6.06666666666667	-6.53333333333333	5.15	-20.6	-23.8	-21.7	-15.8	-4.2	3	8	7.2	2.4	-7	-15	-20.4	223	27	22	108	66	35.25	9	8	7	7	8	18	35	55	33	18	15	10	35.2083333333333	31.8333333333333	49	34.8	25.2	33.175	23.1	46.6	53.4	51.9	41.7	39.2	37.4	27.8	28.3	25.3	22	25.8	578.4	123.7	0.9065	208.5488	230.0714	0.9043	190.116	210.2433	0.9116	103.1906	113.2001
WAA005	-22.2666666666667	-13.9666666666667	6.53333333333333	-6.7	5.55	-21.4	-24.3	-22.1	-15.8	-4	3.5	8.5	7.6	2.6	-7.2	-15.5	-21.1	182	15	15	95	57	31.25	5	5	4	5	6	14	32	49	30	16	11	5	35.675	31.4	49.8666666666667	35.8333333333333	25.6	34.125	22.8	46.2	54	52.8	42.8	40.2	38.4	28.9	29	25.4	22.4	25.2	623.8	152.8	0.7833	181.8086	232.0954	0.7804	166.1784	212.9429	0.8674	107.258	123.6516
WAA006	-22.9	-14.1333333333333	6.3	-7.3	5.3	-22.2	-24.8	-22.5	-15.8	-4.1	3.5	8.2	7.2	2.3	-7.8	-16.4	-21.7	178	17	17	94	50	30.25	6	6	5	6	6	14	33	47	27	14	9	5	36.8916666666667	33	50.8333333333333	36.6	27.1333333333333	35.05	24.8	47.2	54.7	53.4	44.4	41.1	39	29.7	30.4	26.7	24.3	27	594.9	132.3	0.7612	177.8032	233.5778	0.7779	165.6114	212.8865	0.8589	104.2603	121.3861
WAA007	-22.6333333333333	-14.1333333333333	6.43333333333333	-7.03333333333333	5.45	-21.9	-24.6	-22.4	-15.9	-4.1	3.5	8.4	7.4	2.5	-7.6	-16	-21.4	177	15	15	94	53	30.5	5	5	4	5	6	14	32	48	28	15	10	5	36.2416666666667	32.0666666666667	50.3666666666667	36.2333333333333	26.3	34.6	23.6	46.6	54.4	53.1	43.6	40.6	38.8	29.3	29.7	26	23.2	26	611.7	144.1	0.7601	176.7985	232.5883	0.7661	162.9218	212.6646	0.8362	102.4822	122.5556
WAA008	-26.4666666666667	-12	8.4	-9.33333333333333	6.725	-26.8	-27.1	-22.6	-13.2	-0.2	7.8	9.8	7.6	1.7	-9.6	-20.1	-25.5	165	22	17	81	45	25.5	9	5	6	5	6	18	29	34	21	14	10	8	39.2416666666667	33.6	53.1666666666667	39.7333333333333	30.4666666666667	38.325	29.3	45.8	56.2	54.6	48.7	43.7	41.6	33.9	34.1	27	30.3	25.7	800.1	264.4	0.6035	164.4565	272.5259	0.6433	161.4575	250.9955	0.617	111.5626	180.8227
